Aegon Emeklilik ve Hayat,"204,775","741,728,151","80,144,681","517,956,244","2,169","160,649","68,830","4,292","233,771","404,621,798","92,314,986","8,498,080","505,434,864"
Allianz Hayat ve Emeklilik,"544,209","11,367,239,348","1,476,015,554","8,305,273,812","14,856","520,450","85,112","21,953","627,515","6,733,224,654","1,259,674,355","233,378,131","8,226,277,139"
Allianz Ya?am ve Emeklilik,"3,868,483","47,154,504,458","5,405,803,676","34,562,683,870","40,686","3,171,432","675,537","793,067","4,640,036","23,914,324,763","7,385,428,880","2,740,838,812","34,040,592,455"
Anadolu Hayat Emeklilik,"5,757,111","63,641,969,372","10,091,303,436","48,812,549,887","81,244","4,878,204","1,613,414","173,372","6,664,990","35,826,331,630","11,261,433,522","1,023,381,440","48,111,146,592"
Avivasa Emeklilik ve Hayat,"4,414,053","67,349,831,433","9,228,635,777","51,750,309,241","64,709","5,019,166","335,187","231,286","5,585,639","44,323,340,816","4,717,451,506","1,824,644,137","50,865,436,459"
Axa Hayat ve Emeklilik,"178,716","1,555,965,456","308,342,267","1,276,082,106",202,"212,835","6,415","2,370","221,620","1,198,327,129","47,935,747","13,020,148","1,259,283,024"
Bereket Emeklilik ve Hayat,"552,076","1,643,547,638","350,875,428","1,292,397,928",110,"163,582","269,709","141,988","575,279","555,585,548","681,952,483","45,438,776","1,282,976,807"
BNP Paribas Cardif Emeklilik,"920,600","9,292,007,104","1,325,859,936","7,269,086,400","8,802","744,505","238,097","131,638","1,114,240","5,596,450,430","1,271,870,516","318,621,081","7,186,942,027"
Cigna Finans Emeklilik ve Hayat,"529,811","3,343,564,939","620,882,009","2,670,966,480",464,"468,864","90,520","9,357","568,741","2,183,013,054","416,840,450","13,070,786","2,612,924,289"
Fiba Emeklilik ve Hayat,"213,609","2,404,821,139","299,270,745","2,046,025,051",768,"169,905","62,390","24,209","256,504","1,137,975,295","668,445,562","227,138,231","2,033,559,087"
Garanti Emeklilik ve Hayat,"5,976,565","51,807,693,806","7,881,691,274","39,803,364,163","44,583","5,105,067","874,456","384,342","6,363,865","29,813,131,961","8,015,554,350","1,230,495,437","39,059,181,747"
Groupama Emeklilik,"278,946","4,346,071,949","487,032,061","3,059,122,820","14,087","273,508","37,401","4,785","315,694","2,678,621,522","336,126,543","14,340,555","3,029,088,621"
Halk Hayat ve Emeklilik,"2,513,685","13,652,253,877","2,566,004,445","11,721,016,746","1,017","1,422,888","1,141,454","286,456","2,850,798","5,190,481,408","5,718,827,725","709,553,403","11,618,862,537"
Kat?l?m Emeklilik ve Hayat,"992,961","4,226,461,116","845,391,855","3,801,813,378",221,"816,727","242,704","259,223","1,318,654","2,687,729,784","767,355,074","261,878,209","3,716,963,066"
Metlife Emeklilik ve Hayat,"942,256","6,677,318,378","1,136,410,974","5,530,610,377","1,429","771,105","177,944","86,439","1,035,488","3,884,663,747","957,666,176","614,990,350","5,457,320,273"
NN Hayat ve Emeklilik,"1,337,312","12,794,737,477","1,874,712,922","9,707,553,665","17,526","1,334,369","170,036","51,497","1,555,902","8,207,707,145","1,209,706,572","150,218,598","9,567,632,315"
Vak?f Emeklilik ve Hayat,"2,475,656","26,143,397,776","3,678,069,815","20,469,747,908","27,939","3,084,549","382,406","146,194","3,613,149","15,165,910,873","4,443,024,180","675,421,076","20,284,356,129"
Ziraat Hayat ve Emeklilik,"2,925,983","14,733,421,953","2,831,150,376","12,415,960,937","4,008","1,992,227","1,058,857","266,234","3,317,318","7,446,900,583","3,673,714,791","1,145,159,289","12,265,774,663"
