Aegon Emeklilik ve Hayat,"197,483","629,521,685","68,109,237","471,581,723","2,915","153,950","67,039","4,226","225,215","361,447,021","90,936,640","8,556,822","460,940,483"
Allianz Hayat ve Emeklilik,"513,537","12,337,069,772","1,430,015,783","8,799,496,522","17,570","496,091","78,626","21,479","596,196","7,205,790,120","1,268,572,484","241,248,148","8,715,610,753"
Allianz Ya?am ve Emeklilik,"3,773,106","52,560,566,653","5,222,846,060","37,772,929,242","51,463","3,095,930","621,800","803,513","4,521,243","26,004,432,325","7,705,397,872","3,489,499,410","37,199,329,608"
Anadolu Hayat Emeklilik,"5,651,631","69,935,999,361","10,004,414,132","53,520,999,919","106,893","4,841,648","1,564,544","181,049","6,587,241","39,668,551,916","12,054,543,265","1,099,801,367","52,822,896,548"
Avivasa Emeklilik ve Hayat,"4,253,711","73,934,864,091","9,136,936,140","55,743,723,002","82,967","4,826,729","329,037","232,283","5,388,049","47,917,346,565","4,886,962,749","1,972,725,034","54,777,034,349"
Axa Hayat ve Emeklilik,"176,184","1,753,627,954","316,256,018","1,425,728,085",270,"212,593","5,991","2,245","220,829","1,339,649,868","52,576,586","14,576,979","1,406,803,434"
Bereket Emeklilik ve Hayat,"513,029","1,695,500,194","338,564,107","1,266,264,469",149,"150,222","248,905","138,110","537,237","535,355,041","679,862,532","42,447,897","1,257,665,469"
BNP Paribas Cardif Emeklilik,"927,203","9,928,263,256","1,316,196,547","7,674,704,314","11,066","778,608","218,886","122,688","1,120,182","5,860,002,892","1,379,607,036","339,448,174","7,579,058,103"
Cigna Finans Emeklilik ve Hayat,"472,764","3,127,150,266","571,597,702","2,641,889,050",565,"422,083","76,416","8,346","506,845","2,168,168,881","399,190,493","11,510,687","2,578,870,061"
Fiba Emeklilik ve Hayat,"476,034","7,167,708,544","759,863,759","5,418,332,155","3,725","435,979","96,811","28,672","561,462","4,068,244,805","1,059,705,305","253,229,177","5,381,179,287"
Garanti Emeklilik ve Hayat,"5,839,653","54,373,201,032","7,814,143,798","42,012,659,090","60,962","5,021,064","779,417","407,744","6,208,225","31,576,907,914","8,209,166,206","1,337,267,116","41,123,341,236"
Groupama Emeklilik,0,0,0,0,"14,870",0,0,0,0,0,0,0,0
Halk Hayat ve Emeklilik,"2,657,554","15,898,108,815","2,711,463,371","13,590,995,139","1,478","1,625,835","1,119,192","284,718","3,029,745","6,348,222,199","6,266,214,862","841,753,836","13,456,190,896"
Kat?l?m Emeklilik ve Hayat,"1,105,184","5,630,788,687","1,114,241,945","4,752,386,385",343,"997,530","253,588","265,471","1,516,589","3,396,241,414","906,819,252","319,646,609","4,622,707,275"
Metlife Emeklilik ve Hayat,"947,405","6,932,249,704","1,159,275,217","5,970,155,812","1,931","787,961","169,124","84,596","1,041,681","4,202,487,101","1,002,396,005","662,478,728","5,867,361,834"
NN Hayat ve Emeklilik,"1,303,648","13,489,692,503","1,840,343,138","10,263,570,396","22,459","1,316,583","154,916","50,499","1,521,998","8,733,764,315","1,220,524,171","151,758,366","10,106,046,851"
Vak?f Emeklilik ve Hayat,"2,611,782","29,938,117,869","3,821,365,308","22,065,429,670","37,577","3,262,892","368,616","159,254","3,790,762","16,675,449,132","4,413,521,073","766,740,948","21,855,711,152"
Ziraat Hayat ve Emeklilik,"3,139,457","17,506,330,264","3,147,612,996","14,854,302,887","5,474","2,147,867","1,127,022","267,227","3,542,116","8,745,847,668","4,431,702,292","1,433,190,361","14,610,740,321"
Grand Total,"34,559,365","376,838,760,649","50,773,245,258","288,245,147,862","422,677","30,573,565","7,279,930","3,062,120","40,915,615","214,807,909,178","56,027,698,824","12,985,879,657","283,821,487,659"
