Aegon Emeklilik ve Hayat,"240,278","794,166,937","86,421,519","588,363,103","3,190","187,883","81,120","5,120","274,123","456,206,825","108,366,147","10,132,536","574,705,508"
Allianz Hayat ve Emeklilik,"638,026","13,957,588,427","1,731,074,785","10,371,111,655","19,565","613,287","98,717","26,520","738,524","8,447,617,023","1,531,753,413","293,570,482","10,272,940,918"
Allianz Ya?am ve Emeklilik,"4,605,212","58,980,907,391","6,314,227,692","44,134,126,572","56,113","3,781,315","783,851","969,732","5,534,898","30,461,209,061","9,220,860,110","3,791,107,379","43,473,176,550"
Anadolu Hayat Emeklilik,"6,850,511","78,889,317,496","11,917,470,551","61,866,593,715","116,830","5,835,935","1,910,890","216,699","7,963,524","45,677,990,702","14,045,647,017","1,299,689,177","61,023,326,896"
Avivasa Emeklilik ve Hayat,"5,225,107","84,114,390,210","10,947,870,688","65,660,913,127","89,418","5,941,509","403,646","282,311","6,627,466","56,388,366,378","5,835,700,431","2,311,773,784","64,535,840,593"
Axa Hayat ve Emeklilik,"213,913","1,978,392,001","373,024,172","1,651,615,732",281,"255,933","7,327","2,828","266,088","1,551,786,480","61,055,272","16,918,007","1,629,759,759"
Bereket Emeklilik ve Hayat,"634,381","1,995,515,410","415,623,071","1,553,638,538",160,"186,882","310,337","166,741","663,960","656,285,338","835,646,044","50,912,159","1,542,843,541"
BNP Paribas Cardif Emeklilik,"1,121,549","11,332,852,139","1,569,941,500","9,044,850,181","12,300","933,124","273,933","150,933","1,357,990","6,917,481,304","1,619,924,761","399,559,682","8,936,965,747"
Cigna Finans Emeklilik ve Hayat,"595,707","3,808,801,743","712,777,092","3,215,752,308",626,"528,902","99,381","10,463","638,746","2,626,003,969","501,036,233","14,725,112","3,141,765,313"
Fiba Emeklilik ve Hayat,"582,789","8,202,735,415","911,997,195","6,364,302,059","2,461","530,848","119,600","35,424","685,872","4,745,883,340","1,270,319,079","300,351,818","6,316,554,237"
Garanti Emeklilik ve Hayat,"7,206,541","63,412,957,796","9,404,139,525","49,970,565,630","64,390","6,173,907","995,874","497,847","7,667,628","37,516,178,603","9,876,061,444","1,544,466,565","48,936,706,612"
Groupama Emeklilik,0,0,0,0,"17,844",0,0,0,0,0,0,0,0
Halk Hayat ve Emeklilik,"3,166,368","17,676,550,671","3,143,228,727","15,461,382,368","1,559","1,873,556","1,384,649","348,917","3,607,122","7,043,037,155","7,322,308,665","950,563,857","15,315,909,677"
Kat?l?m Emeklilik ve Hayat,"1,272,279","5,864,653,314","1,187,777,986","5,215,452,821",337,"1,113,379","293,136","313,882","1,720,397","3,698,463,995","1,020,953,400","364,019,789","5,083,437,184"
Metlife Emeklilik ve Hayat,"1,146,368","8,111,135,271","1,380,021,066","7,013,390,928","2,041","949,357","209,360","103,018","1,261,735","4,928,989,340","1,204,478,228","771,008,596","6,904,476,164"
NN Hayat ve Emeklilik,"1,583,064","15,588,532,962","2,197,439,010","12,101,328,306","24,448","1,590,088","194,613","61,674","1,846,375","10,271,714,066","1,467,258,496","182,413,784","11,921,386,346"
Vak?f Emeklilik ve Hayat,"3,110,678","33,446,773,490","4,468,514,840","25,901,043,857","40,537","3,892,966","451,625","178,809","4,523,400","19,436,711,270","5,356,310,302","868,350,494","25,661,372,066"
Ziraat Hayat ve Emeklilik,"3,688,364","19,174,878,342","3,550,516,969","16,520,822,089","5,733","2,510,936","1,338,861","321,762","4,171,559","9,768,371,202","4,940,425,659","1,559,976,610","16,268,773,471"
