Aegon Emeklilik ve Hayat,"246,708","875,641,380","95,404,192","625,459,927","2,516","193,636","82,841","5,178","281,655","488,785,362","111,141,609","10,279,524","610,206,495"
Allianz Hayat ve Emeklilik,"657,324","13,283,177,652","1,735,844,747","9,808,972,482","17,591","627,708","102,906","26,488","757,102","7,942,118,942","1,495,682,706","277,309,790","9,715,111,438"
Allianz Ya?am ve Emeklilik,"4,647,197","55,183,975,455","6,353,289,744","40,805,709,046","47,623","3,809,205","818,526","949,125","5,576,856","28,207,816,214","8,781,443,338","3,197,871,748","40,187,131,300"
Anadolu Hayat Emeklilik,"6,882,348","74,183,031,601","11,815,298,094","57,489,913,788","94,883","5,824,309","1,928,645","203,556","7,956,510","42,155,570,379","13,285,314,912","1,220,833,696","56,661,718,987"
Avivasa Emeklilik ve Hayat,"5,309,483","78,751,778,444","10,808,791,471","61,094,237,018","75,869","6,031,324","399,829","278,387","6,709,540","52,262,281,392","5,632,971,777","2,180,895,829","60,076,148,998"
Axa Hayat ve Emeklilik,"211,392","1,782,956,035","359,876,091","1,487,014,899",240,"250,122","7,761","2,862","260,745","1,395,474,011","56,496,439","15,325,364","1,467,295,814"
Bereket Emeklilik ve Hayat,"665,581","1,918,678,941","411,282,537","1,524,744,084",130,"198,239","324,810","169,824","692,873","667,113,318","791,491,134","54,745,690","1,513,350,142"
BNP Paribas Cardif Emeklilik,"1,103,969","10,917,260,350","1,559,424,429","8,634,934,662","10,347","887,684","287,033","161,328","1,336,045","6,648,456,141","1,505,907,080","383,246,706","8,537,609,926"
Cigna Finans Emeklilik ve Hayat,"643,127","3,917,238,338","735,421,340","3,190,559,501",536,"569,045","110,285","11,332","690,662","2,608,730,538","496,808,033","16,024,619","3,121,563,190"
Fiba Emeklilik ve Hayat,"254,930","2,732,033,103","343,304,367","2,354,024,214",913,"201,971","74,322","29,116","305,409","1,296,035,273","774,122,545","269,055,422","2,339,213,240"
Garanti Emeklilik ve Hayat,"7,178,853","60,706,619,459","9,255,391,332","47,185,314,840","51,677","6,126,425","1,058,735","462,204","7,647,364","35,318,768,658","9,524,981,227","1,465,715,927","46,309,465,812"
Groupama Emeklilik,"339,364","5,184,946,676","580,501,707","3,693,966,630","16,577","333,184","45,168","5,750","384,102","3,239,299,697","400,855,759","17,048,030","3,657,203,485"
Halk Hayat ve Emeklilik,"2,997,443","15,905,991,879","3,000,760,314","13,799,010,540","1,203","1,680,538","1,373,755","341,894","3,396,187","6,070,622,862","6,780,569,458","830,437,435","13,681,629,755"
Kat?l?m Emeklilik ve Hayat,"1,179,871","4,859,460,167","983,587,303","4,425,445,929",253,"959,633","291,792","309,931","1,561,356","3,119,576,446","899,312,556","308,924,377","4,327,813,379"
Metlife Emeklilik ve Hayat,"1,132,604","7,789,657,891","1,335,437,188","6,535,645,745","1,628","924,685","214,996","104,729","1,244,410","4,578,752,989","1,131,382,532","740,378,774","6,450,514,295"
NN Hayat ve Emeklilik,"1,602,872","14,920,682,839","2,193,192,107","11,453,444,115","20,485","1,593,991","206,468","62,403","1,862,862","9,665,896,048","1,442,311,205","179,591,413","11,287,798,666"
Vak?f Emeklilik ve Hayat,"2,944,081","30,667,470,010","4,319,989,736","24,202,132,371","32,751","3,646,726","460,990","174,911","4,282,627","17,930,238,777","5,253,575,869","799,607,282","23,983,421,927"
Ziraat Hayat ve Emeklilik,"3,476,485","17,045,311,218","3,304,809,271","14,537,910,341","4,677","2,365,798","1,259,428","318,954","3,944,180","8,745,228,319","4,284,324,281","1,341,940,889","14,371,493,489"
Grand Total,"41,473,632","400,625,911,437","59,191,605,970","312,848,440,133","379,899","36,224,223","9,048,290","3,617,972","48,890,485","232,340,765,362","62,648,692,461","13,309,232,515","308,298,690,338"
