Aegon Emeklilik ve Hayat,"196,291","645,561,721","73,441,365","463,153,987","2,985","153,106","66,605","4,137","223,848","354,257,733","90,466,058","8,039,030","452,762,821"
Allianz Hayat ve Emeklilik,"508,123","12,191,717,760","1,538,445,623","8,784,073,931","17,910","491,245","77,576","21,302","590,123","7,200,304,101","1,258,549,681","241,414,796","8,700,268,578"
Allianz Ya?am ve Emeklilik,"3,757,723","51,872,903,036","5,679,554,445","37,828,719,696","52,567","3,081,004","614,497","804,034","4,499,535","25,994,802,121","7,692,464,038","3,566,331,533","37,253,597,692"
Anadolu Hayat Emeklilik,"5,607,391","69,812,944,815","10,880,582,960","53,447,668,270","109,334","4,810,543","1,547,133","179,172","6,536,848","39,671,012,454","11,990,627,470","1,095,667,751","52,757,307,675"
Avivasa Emeklilik ve Hayat,"4,217,881","73,438,889,135","9,898,212,014","55,710,976,506","85,179","4,784,406","326,345","231,937","5,342,688","47,911,619,300","4,853,892,576","1,975,877,618","54,741,389,494"
Axa Hayat ve Emeklilik,"175,679","1,759,230,789","343,728,472","1,430,005,470",275,"212,488","5,932","2,216","220,636","1,343,583,368","52,643,815","14,775,138","1,411,002,320"
Bereket Emeklilik ve Hayat,"509,474","1,672,408,390","338,168,292","1,261,229,988",151,"148,934","246,742","137,878","533,554","532,625,981","677,606,735","42,493,896","1,252,726,612"
BNP Paribas Cardif Emeklilik,"923,454","9,952,511,823","1,428,762,312","7,658,148,666","11,248","776,746","216,176","122,086","1,115,008","5,857,056,919","1,371,559,170","333,271,114","7,561,887,204"
Cigna Finans Emeklilik ve Hayat,"466,160","3,226,548,248","610,693,119","2,612,082,148",580,"416,644","74,770","8,172","499,586","2,146,012,588","392,703,453","10,701,620","2,549,417,660"
Fiba Emeklilik ve Hayat,"474,655","7,211,442,813","832,870,657","5,444,655,087","4,110","435,704","96,182","28,473","560,359","4,100,766,320","1,054,116,047","253,176,297","5,408,058,664"
Garanti Emeklilik ve Hayat,"5,804,894","54,786,904,074","8,503,181,273","42,009,572,903","62,613","4,994,413","769,768","406,286","6,170,467","31,565,663,371","8,197,618,442","1,352,231,034","41,115,512,846"
Groupama Emeklilik,0,0,0,0,"14,870",0,0,0,0,0,0,0,0
Halk Hayat ve Emeklilik,"2,661,240","16,199,197,481","2,967,453,773","13,714,674,913","1,521","1,640,641","1,110,955","282,782","3,034,378","6,444,427,039","6,285,362,640","847,213,285","13,577,002,964"
Kat?l?m Emeklilik ve Hayat,"1,129,140","5,658,617,598","1,152,997,123","4,842,522,907",361,"1,030,102","256,071","272,266","1,558,439","3,465,954,202","918,358,340","323,652,112","4,707,964,654"
Metlife Emeklilik ve Hayat,"943,376","7,113,967,370","1,240,355,819","5,955,029,194","1,992","785,248","167,281","84,545","1,037,074","4,186,287,039","997,829,131","666,176,722","5,850,292,892"
NN Hayat ve Emeklilik,"1,298,224","13,523,781,076","1,991,347,616","10,274,943,410","22,936","1,312,499","152,726","50,391","1,515,616","8,753,146,787","1,211,812,353","151,394,147","10,116,353,287"
Vak?f Emeklilik ve Hayat,"2,629,541","29,960,786,763","4,155,576,563","22,209,761,921","38,317","3,265,054","377,987","175,121","3,818,162","16,800,695,947","4,420,273,669","777,109,090","21,998,078,705"
Ziraat Hayat ve Emeklilik,"3,142,906","18,005,399,301","3,436,406,799","15,032,862,620","5,638","2,149,024","1,127,717","267,104","3,543,845","8,838,204,760","4,478,017,271","1,466,116,193","14,782,338,224"
