Aegon Emeklilik ve Hayat,"203,929","739,551,040","80,611,100","513,643,359","2,258","159,840","68,623","4,293","232,756","401,276,850","91,603,701","8,455,477","501,336,028"
Allianz Hayat ve Emeklilik,"540,873","11,417,588,142","1,515,101,728","8,367,933,311","15,079","517,815","84,561","21,936","624,312","6,789,230,129","1,263,504,994","235,865,760","8,288,600,883"
Allianz Ya?am ve Emeklilik,"3,859,241","47,451,794,108","5,538,354,356","34,966,093,034","41,634","3,165,369","670,699","796,012","4,632,080","24,200,310,478","7,439,878,075","2,800,081,014","34,440,269,567"
Anadolu Hayat Emeklilik,"5,751,803","64,280,865,968","10,338,215,327","49,383,525,591","85,105","4,881,297","1,607,439","174,641","6,663,377","36,331,978,474","11,319,955,407","1,029,088,446","48,681,022,328"
Avivasa Emeklilik ve Hayat,"4,401,031","67,890,888,433","9,455,752,990","52,298,198,555","66,243","5,004,233","336,262","232,734","5,573,229","44,818,804,699","4,744,355,839","1,840,283,238","51,403,443,776"
Axa Hayat ve Emeklilik,"178,859","1,581,040,433","318,275,137","1,296,363,906",207,"213,507","6,376","2,351","222,234","1,217,778,408","48,150,410","13,340,755","1,279,269,573"
Bereket Emeklilik ve Hayat,"549,209","1,666,185,024","357,720,426","1,309,521,666",110,"162,129","268,860","143,699","574,688","553,703,848","701,219,355","45,253,210","1,300,176,413"
BNP Paribas Cardif Emeklilik,"916,564","9,370,845,896","1,359,644,806","7,324,626,853","9,031","743,768","234,791","128,336","1,106,895","5,636,096,205","1,286,941,161","318,624,709","7,241,662,074"
Cigna Finans Emeklilik ve Hayat,"523,980","3,369,169,293","630,704,434","2,678,605,244",474,"463,813","89,191","9,233","562,237","2,189,581,795","418,222,638","12,256,836","2,620,061,268"
Fiba Emeklilik ve Hayat,"215,030","2,481,392,076","313,321,056","2,107,073,427",791,"171,084","63,007","24,842","258,933","1,174,580,210","690,523,796","229,563,154","2,094,667,159"
Garanti Emeklilik ve Hayat,"6,017,480","52,233,250,080","8,069,490,809","40,129,792,015","46,001","5,138,758","866,824","400,328","6,405,910","30,062,995,540","8,050,875,350","1,248,223,603","39,362,094,493"
Groupama Emeklilik,"275,425","4,323,311,825","491,662,797","3,040,097,189","14,360","269,819","37,139","4,769","311,727","2,658,592,382","337,538,329","14,504,905","3,010,635,616"
Halk Hayat ve Emeklilik,"2,524,250","13,886,742,736","2,641,722,802","11,917,594,956","1,064","1,440,421","1,139,156","285,565","2,865,142","5,298,143,742","5,787,844,332","726,149,412","11,812,137,486"
Kat?l?m Emeklilik ve Hayat,"1,000,453","4,326,678,923","886,131,685","3,885,362,112",233,"826,871","242,777","258,809","1,328,457","2,752,721,675","780,117,515","264,130,925","3,796,970,115"
Metlife Emeklilik ve Hayat,"939,511","6,776,983,154","1,167,359,782","5,598,982,617","1,470","769,658","176,624","86,164","1,032,446","3,934,339,240","970,528,236","618,822,920","5,523,690,396"
NN Hayat ve Emeklilik,"1,334,718","12,937,462,867","1,927,008,627","9,804,696,850","17,931","1,333,535","168,567","51,296","1,553,398","8,295,020,321","1,217,590,113","150,287,423","9,662,897,858"
Vak?f Emeklilik ve Hayat,"2,486,950","26,343,311,598","3,795,529,944","20,621,940,833","28,762","3,103,096","380,114","146,548","3,629,758","15,292,221,501","4,458,782,332","683,135,156","20,434,138,989"
Ziraat Hayat ve Emeklilik,"2,956,600","15,063,425,128","2,922,701,104","12,671,308,020","4,101","2,011,058","1,073,922","267,473","3,352,453","7,569,115,290","3,763,711,718","1,175,477,416","12,508,304,424"
Grand Total,"34,675,906","346,140,486,724","51,809,308,908","267,915,359,539","334,854","30,376,071","7,514,932","3,039,029","40,930,032","199,176,490,787","53,371,343,302","11,413,544,358","263,961,378,447"
