Year;Month;Province;Mortgaged_FirstHand_Sale;Mortgaged_SecondHand_Sale;Other_FirstHand_Sale;Other_SecondHand_Sale
2018;March;Canakkale-17;164;132;435;364
2018;March;Cankiri-18;15;27;88;63
2018;March;Corum-19;99;120;199;229
2018;March;Denizli-20;231;262;530;390
2018;March;Diyarbakir-21;215;219;361;557
2018;March;Duzce-81;121;60;263;184
2018;March;Edirne-22;42;91;129;246
2018;March;Elazig-23;50;94;241;330
2018;March;Erzincan-24;19;23;47;77
2018;March;Erzurum-25;78;77;199;214
2018;March;Eskisehir-26;216;299;576;705
2018;March;Gaziantep-27;339;395;690;917
2018;March;Giresun-28;66;68;115;159
2018;March;Gumushane-29;9;16;50;20
2018;March;Hakkari-30;0;2;4;7
2018;March;Hatay-31;202;241;773;687
2018;March;Igdir-76;12;13;31;37
2018;March;Isparta-32;18;54;162;149
2018;March;Istanbul-34;2810;3240;5964;6700
2018;March;Izmir-35;805;1383;1948;2651
2018;March;Kahramanmaras-46;180;143;561;379
2018;March;Karabuk-78;49;66;100;108
2018;March;Karaman-70;38;43;119;92
2018;March;Kars-36;27;28;79;56
2018;March;Kastamonu-37;99;56;543;135
2018;March;Kayseri-38;122;460;542;919
2018;March;Kilis-79;5;16;62;81
2018;March;Kirikkale-71;61;85;189;185
2018;March;Kirklareli-39;123;83;311;197
2018;March;Kirsehir-40;27;47;107;119
2018;March;Kocaeli-41;432;545;1120;1047
2018;March;Konya-42;234;343;1009;1075
2018;March;Kutahya-43;82;96;254;243
2018;March;Malatya-44;75;139;283;387
2018;March;Manisa-45;326;403;836;636
2018;March;Mardin-47;67;45;260;191
2018;March;Mersin-33;362;513;924;1335
2018;March;Mugla-48;224;247;399;671
2018;March;Mus-49;4;10;33;53
2018;March;Nevsehir-50;17;35;81;140
2018;March;Nigde-51;51;67;146;191
2018;March;Ordu-52;149;101;257;252
2018;March;Osmaniye-80;93;91;177;173
2018;March;Rize-53;40;35;81;94
2018;March;Sakarya-54;213;224;643;617
2018;March;Samsun-55;310;290;700;664
2018;March;Sanliurfa-63;111;168;771;613
2018;March;Siirt-56;18;26;94;46
2018;March;Sinop-57;40;31;89;70
2018;March;Sirnak-73;4;2;41;16
2018;March;Sivas-58;93;100;265;262
2018;March;Tekirdag-59;524;405;900;900
2018;March;Tokat-60;93;59;121;143
2018;March;Trabzon-61;69;129;343;458
2018;March;Tunceli-62;2;2;18;23
2018;March;Usak-64;112;72;229;136
2018;March;Van-65;37;62;186;244
2018;March;Yalova-77;48;75;228;509
2018;March;Yozgat-66;25;50;124;125
2018;March;Zonguldak-67;72;121;164;148
2018;April;Adana-1;331;424;996;742
2018;April;Adiyaman-2;60;54;256;145
2018;April;Afyonkarahisar-3;76;79;210;281
2018;April;Agri-4;7;19;45;74
2018;April;Aksaray-68;38;46;173;142
2018;April;Amasya-5;55;52;187;132
2018;April;Ankara-6;970;2404;2626;4352
2018;April;Antalya-7;404;775;1541;2257
2018;April;Ardahan-75;0;2;1;5
2018;April;Artvin-8;16;19;32;24
2018;April;Aydin-9;244;364;918;1116
2018;April;Balikesir-10;186;326;748;1062
2018;April;Bartin-74;55;36;99;51
2018;April;Batman-72;32;21;110;117
2018;April;Bayburt-69;2;6;2;12
2018;April;Bilecik-11;74;50;104;95
2018;April;Bingol-12;7;8;89;98
2018;April;Bitlis-13;7;13;24;45
2018;April;Bolu-14;69;45;122;179
2018;April;Burdur-15;18;33;129;94
2018;April;Bursa-16;639;581;1421;1399
2018;April;Canakkale-17;116;125;450;322
2018;April;Cankiri-18;31;46;69;62
2018;April;Corum-19;74;76;185;224
2018;April;Denizli-20;208;208;517;393
2018;April;Diyarbakir-21;181;198;347;557
2018;April;Duzce-81;93;45;255;195
2018;April;Edirne-22;58;80;105;236
2018;April;Elazig-23;52;65;211;317
2018;April;Erzincan-24;21;18;44;77
2018;April;Erzurum-25;67;90;175;235
2018;April;Eskisehir-26;212;284;575;693
2018;April;Gaziantep-27;271;359;771;854
2018;April;Giresun-28;51;46;193;124
2018;April;Gumushane-29;6;12;42;20
2018;April;Hakkari-30;0;1;1;4
2018;April;Hatay-31;194;196;687;573
2018;April;Igdir-76;15;8;40;36
2018;April;Isparta-32;19;47;216;159
2018;April;Istanbul-34;2310;2737;5753;6614
2018;April;Izmir-35;709;1226;1987;2496
2018;April;Kahramanmaras-46;175;126;445;377
2018;April;Karabuk-78;67;48;90;154
2018;April;Karaman-70;29;37;99;70
2018;April;Kars-36;28;21;63;56
2018;April;Kastamonu-37;71;36;215;130
2018;April;Kayseri-38;115;350;618;950
2018;April;Kilis-79;13;21;46;104
2018;April;Kirikkale-71;46;83;149;191
2018;April;Kirklareli-39;112;70;395;134
2018;April;Kirsehir-40;26;27;91;124
2018;April;Kocaeli-41;295;461;1055;913
2018;April;Konya-42;203;275;861;1002
2018;April;Kutahya-43;84;67;255;236
2018;April;Malatya-44;66;119;240;321
2018;April;Manisa-45;319;369;808;601
2018;April;Mardin-47;80;35;316;205
2018;April;Mersin-33;323;447;992;1193
2018;April;Mugla-48;148;229;424;688
2018;April;Mus-49;1;11;32;61
2018;April;Nevsehir-50;11;31;54;95
2018;April;Nigde-51;53;42;174;191
2018;April;Ordu-52;161;78;250;209
2018;April;Osmaniye-80;87;60;191;174
2018;April;Rize-53;24;39;252;77
2018;April;Sakarya-54;251;181;657;729
2018;April;Samsun-55;261;235;691;628
2018;April;Sanliurfa-63;107;145;785;571
2018;April;Siirt-56;23;14;87;48
2018;April;Sinop-57;41;21;86;75
2018;April;Sirnak-73;2;1;70;15
2018;April;Sivas-58;90;76;285;253
2018;April;Tekirdag-59;422;375;717;818
2018;April;Tokat-60;69;56;132;141
2018;April;Trabzon-61;61;103;459;382
2018;April;Tunceli-62;5;7;46;34
2018;April;Usak-64;91;57;183;126
2018;April;Van-65;35;53;169;224
2018;April;Yalova-77;46;65;258;478
2018;April;Yozgat-66;12;50;126;136
2018;April;Zonguldak-67;42;94;139;187
2018;May;Adana-1;447;587;930;933
2018;May;Adiyaman-2;86;87;243;173
2018;May;Afyonkarahisar-3;105;97;281;422
2018;May;Agri-4;14;29;46;64
2018;May;Aksaray-68;63;63;211;148
2018;May;Amasya-5;116;74;198;117
2018;May;Ankara-6;1318;3001;3020;4580
2018;May;Antalya-7;525;927;1676;2414
2018;May;Ardahan-75;0;4;2;42
2018;May;Artvin-8;51;34;51;43
2018;May;Aydin-9;382;509;1021;1120
2018;May;Balikesir-10;301;391;775;1169
2018;May;Bartin-74;69;44;130;91
2018;May;Batman-72;56;29;168;145
2018;May;Bayburt-69;4;4;9;23
2018;May;Bilecik-11;94;61;70;77
2018;May;Bingol-12;7;17;99;103
2018;May;Bitlis-13;11;20;74;50
2018;May;Bolu-14;109;75;147;270
2018;May;Burdur-15;34;57;160;124
2018;May;Bursa-16;757;706;1616;1505
2018;May;Canakkale-17;210;113;515;453
2018;May;Cankiri-18;35;35;85;102
2018;May;Corum-19;96;114;215;200
2018;May;Denizli-20;327;273;571;508
2018;May;Diyarbakir-21;273;270;410;592
2018;May;Duzce-81;124;69;277;199
2018;May;Edirne-22;110;111;171;231
2018;May;Elazig-23;89;117;279;320
2018;May;Erzincan-24;30;30;63;101
2018;May;Erzurum-25;99;100;175;238
2018;May;Eskisehir-26;286;404;613;732
2018;May;Gaziantep-27;356;445;738;910
2018;May;Giresun-28;106;62;220;153
2018;May;Gumushane-29;12;11;37;43
2018;May;Hakkari-30;0;0;6;6
2018;May;Hatay-31;282;321;873;666
2018;May;Igdir-76;36;10;27;43
2018;May;Isparta-32;48;79;197;189
2018;May;Istanbul-34;2697;3403;6525;7436
2018;May;Izmir-35;799;1492;2185;2552
2018;May;Kahramanmaras-46;223;168;452;355
2018;May;Karabuk-78;66;76;125;126
2018;May;Karaman-70;26;39;97;87
2018;May;Kars-36;34;25;66;62
2018;May;Kastamonu-37;173;53;297;139
2018;May;Kayseri-38;170;519;677;1079
2018;May;Kilis-79;11;25;118;107
2018;May;Kirikkale-71;71;104;197;159
2018;May;Kirklareli-39;137;82;395;168
2018;May;Kirsehir-40;59;45;143;122
2018;May;Kocaeli-41;456;662;1138;1032
2018;May;Konya-42;319;366;1106;1075
2018;May;Kutahya-43;99;144;292;309
2018;May;Malatya-44;86;177;285;424
2018;May;Manisa-45;388;433;821;657
2018;May;Mardin-47;93;66;356;213
2018;May;Mersin-33;437;601;1060;1526
2018;May;Mugla-48;184;265;467;757
2018;May;Mus-49;7;14;43;67
2018;May;Nevsehir-50;14;45;47;166
2018;May;Nigde-51;91;85;175;220
2018;May;Ordu-52;220;107;252;160
2018;May;Osmaniye-80;131;87;194;176
2018;May;Rize-53;50;33;76;69
2018;May;Sakarya-54;281;248;726;693
2018;May;Samsun-55;357;322;812;629
2018;May;Sanliurfa-63;167;170;594;580
2018;May;Siirt-56;33;9;81;48
2018;May;Sinop-57;66;40;106;83
2018;May;Sirnak-73;8;3;22;12
2018;May;Sivas-58;137;105;311;281
2018;May;Tekirdag-59;562;455;884;1015
2018;May;Tokat-60;104;75;153;133
2018;May;Trabzon-61;107;150;347;414
2018;May;Tunceli-62;17;17;32;27
2018;May;Usak-64;118;74;219;159
2018;May;Van-65;51;69;230;177
2018;May;Yalova-77;72;85;283;478
2018;May;Yozgat-66;51;72;177;164
2018;May;Zonguldak-67;103;132;194;196
2018;June;Adana-1;592;745;784;733
2018;June;Adiyaman-2;120;91;224;144
2018;June;Afyonkarahisar-3;225;152;175;214
2018;June;Agri-4;19;33;64;86
2018;June;Aksaray-68;125;63;153;137
2018;June;Amasya-5;136;98;147;91
2018;June;Ankara-6;1674;3728;2605;4071
2018;June;Antalya-7;647;1314;1366;2008
2018;June;Ardahan-75;1;6;4;2
2018;June;Artvin-8;67;42;47;44
2018;June;Aydin-9;472;591;775;906
2018;June;Balikesir-10;387;472;691;929
2018;June;Bartin-74;119;59;134;81
2018;June;Batman-72;68;47;159;100
2018;June;Bayburt-69;1;10;9;19
2018;June;Bilecik-11;91;83;128;67
2018;June;Bingol-12;15;4;88;80
2018;June;Bitlis-13;19;30;45;42
2018;June;Bolu-14;177;91;176;231
2018;June;Burdur-15;76;74;122;175
2018;June;Bursa-16;900;868;1249;1226
2018;June;Canakkale-17;280;200;425;297
2018;June;Cankiri-18;57;61;61;69
2018;June;Corum-19;155;147;232;175
2018;June;Denizli-20;431;404;836;358
2018;June;Diyarbakir-21;301;338;375;502
2018;June;Duzce-81;174;97;230;162
2018;June;Edirne-22;138;115;186;167
2018;June;Elazig-23;115;131;336;254
2018;June;Erzincan-24;62;39;65;68
2018;June;Erzurum-25;149;149;148;241
2018;June;Eskisehir-26;405;520;542;599
2018;June;Gaziantep-27;478;527;731;788
2018;June;Giresun-28;192;83;207;127
2018;June;Gumushane-29;18;15;26;28
2018;June;Hakkari-30;8;3;0;2
2018;June;Hatay-31;417;419;759;600
2018;June;Igdir-76;29;18;65;39
2018;June;Isparta-32;65;147;197;179
2018;June;Istanbul-34;3431;4363;6492;6261
2018;June;Izmir-35;1184;1926;1753;2025
2018;June;Kahramanmaras-46;291;236;475;327
2018;June;Karabuk-78;96;89;91;102
2018;June;Karaman-70;51;76;86;73
2018;June;Kars-36;41;41;60;40
2018;June;Kastamonu-37;178;71;268;122
2018;June;Kayseri-38;215;615;558;893
2018;June;Kilis-79;26;37;68;70
2018;June;Kirikkale-71;90;119;236;166
2018;June;Kirklareli-39;194;122;327;150
2018;June;Kirsehir-40;61;63;111;96
2018;June;Kocaeli-41;533;801;945;816
2018;June;Konya-42;459;500;1016;868
2018;June;Kutahya-43;148;128;282;163
2018;June;Malatya-44;129;229;257;286
2018;June;Manisa-45;512;532;786;552
2018;June;Mardin-47;94;85;240;182
2018;June;Mersin-33;551;753;924;1117
2018;June;Mugla-48;273;357;428;658
2018;June;Mus-49;18;25;16;43
2018;June;Nevsehir-50;21;75;55;116
2018;June;Nigde-51;138;120;218;241
2018;June;Ordu-52;355;159;329;234
2018;June;Osmaniye-80;169;135;216;180
2018;June;Rize-53;68;62;108;84
2018;June;Sakarya-54;298;271;560;624
2018;June;Samsun-55;411;398;749;539
2018;June;Sanliurfa-63;170;230;554;494
2018;June;Siirt-56;40;18;83;45
2018;June;Sinop-57;98;57;155;71
2018;June;Sirnak-73;6;2;28;19
2018;June;Sivas-58;194;158;376;238
2018;June;Tekirdag-59;745;454;823;777
2018;June;Tokat-60;163;92;163;121
2018;June;Trabzon-61;139;175;290;421
2018;June;Tunceli-62;26;11;36;24
2018;June;Usak-64;157;112;166;125
2018;June;Van-65;70;87;124;145
2018;June;Yalova-77;91;92;223;435
2018;June;Yozgat-66;57;82;92;116
2018;June;Zonguldak-67;153;127;182;150
2018;July;Adana-1;339;462;946;886
2018;July;Adiyaman-2;90;90;341;225
2018;July;Afyonkarahisar-3;123;95;346;399
2018;July;Agri-4;17;19;77;112
2018;July;Aksaray-68;73;45;364;232
2018;July;Amasya-5;101;54;191;155
2018;July;Ankara-6;1205;2529;3010;5375
2018;July;Antalya-7;374;770;1628;2651
2018;July;Ardahan-75;1;4;0;1
2018;July;Artvin-8;23;22;50;61
2018;July;Aydin-9;281;355;1023;1274
2018;July;Balikesir-10;252;283;734;1323
2018;July;Bartin-74;36;39;115;96
2018;July;Batman-72;44;38;184;147
2018;July;Bayburt-69;4;2;8;36
2018;July;Bilecik-11;65;62;155;95
2018;July;Bingol-12;10;4;123;103
2018;July;Bitlis-13;30;24;58;62
2018;July;Bolu-14;96;47;192;240
2018;July;Burdur-15;44;41;153;188
2018;July;Bursa-16;547;642;1517;1643
2018;July;Canakkale-17;181;116;637;429
2018;July;Cankiri-18;27;39;114;102
2018;July;Corum-19;108;117;300;261
2018;July;Denizli-20;226;242;533;460
2018;July;Diyarbakir-21;229;233;743;759
2018;July;Duzce-81;110;77;311;228
2018;July;Edirne-22;86;100;177;225
2018;July;Elazig-23;80;90;412;437
2018;July;Erzincan-24;35;30;71;94
2018;July;Erzurum-25;101;89;230;298
2018;July;Eskisehir-26;222;299;719;886
2018;July;Gaziantep-27;340;401;1025;1124
2018;July;Giresun-28;173;62;231;202
2018;July;Gumushane-29;16;9;54;45
2018;July;Hakkari-30;0;1;9;11
2018;July;Hatay-31;251;272;756;855
2018;July;Igdir-76;8;13;55;48
2018;July;Isparta-32;39;65;171;199
2018;July;Istanbul-34;2231;2773;6858;7641
2018;July;Izmir-35;661;1112;2066;2483
2018;July;Kahramanmaras-46;190;147;809;515
2018;July;Karabuk-78;34;70;301;148
2018;July;Karaman-70;23;33;101;123
2018;July;Kars-36;34;29;94;76
2018;July;Kastamonu-37;105;61;295;172
2018;July;Kayseri-38;174;434;742;1331
2018;July;Kilis-79;30;39;107;169
2018;July;Kirikkale-71;62;67;214;216
2018;July;Kirklareli-39;112;79;415;212
2018;July;Kirsehir-40;32;34;168;170
2018;July;Kocaeli-41;334;499;1163;1153
2018;July;Konya-42;285;319;1645;1429
2018;July;Kutahya-43;95;103;361;313
2018;July;Malatya-44;87;146;308;461
2018;July;Manisa-45;287;341;911;669
2018;July;Mardin-47;77;73;416;269
2018;July;Mersin-33;294;452;1161;1568
2018;July;Mugla-48;160;246;398;834
2018;July;Mus-49;7;16;61;89
2018;July;Nevsehir-50;14;27;74;158
2018;July;Nigde-51;70;71;261;245
2018;July;Ordu-52;169;97;368;285
2018;July;Osmaniye-80;116;65;178;184
2018;July;Rize-53;34;33;80;101
2018;July;Sakarya-54;234;210;1018;938
2018;July;Samsun-55;292;280;910;776
2018;July;Sanliurfa-63;106;150;813;768
2018;July;Siirt-56;25;10;97;86
2018;July;Sinop-57;36;42;185;100
2018;July;Sirnak-73;4;4;33;30
2018;July;Sivas-58;117;88;529;369
2018;July;Tekirdag-59;486;323;903;1119
2018;July;Tokat-60;70;53;206;176
2018;July;Trabzon-61;75;113;443;500
2018;July;Tunceli-62;8;9;88;39
2018;July;Usak-64;116;69;249;184
2018;July;Van-65;45;80;533;217
2018;July;Yalova-77;60;77;350;635
2018;July;Yozgat-66;42;52;236;194
2018;July;Zonguldak-67;59;118;227;223
2018;August;Adana-1;183;183;807;852
2018;August;Adiyaman-2;42;37;379;184
2018;August;Afyonkarahisar-3;38;45;414;371
2018;August;Agri-4;10;16;52;94
2018;August;Aksaray-68;18;21;549;268
2018;August;Amasya-5;39;34;231;164
2018;August;Ankara-6;518;896;2739;5138
2018;August;Antalya-7;160;327;1505;2583
2018;August;Ardahan-75;1;2;13;7
2018;August;Artvin-8;13;10;39;46
2018;August;Aydin-9;110;182;1125;1425
2018;August;Balikesir-10;106;182;778;1442
2018;August;Bartin-74;29;13;175;100
2018;August;Batman-72;18;19;187;137
2018;August;Bayburt-69;0;2;24;33
2018;August;Bilecik-11;26;23;135;93
2018;August;Bingol-12;2;2;150;132
2018;August;Bitlis-13;6;9;90;71
2018;August;Bolu-14;49;23;188;245
2018;August;Burdur-15;19;19;165;131
2018;August;Bursa-16;255;268;1402;1688
2018;August;Canakkale-17;65;81;536;414
2018;August;Cankiri-18;9;15;91;95
2018;August;Corum-19;35;50;328;264
2018;August;Denizli-20;81;112;613;494
2018;August;Diyarbakir-21;106;102;699;711
2018;August;Duzce-81;48;29;280;232
2018;August;Edirne-22;35;55;154;227
2018;August;Elazig-23;35;40;406;412
2018;August;Erzincan-24;14;12;59;91
2018;August;Erzurum-25;52;38;307;290
2018;August;Eskisehir-26;92;109;751;902
2018;August;Gaziantep-27;144;153;1106;1144
2018;August;Giresun-28;46;25;295;185
2018;August;Gumushane-29;8;4;83;57
2018;August;Hakkari-30;1;0;5;8
2018;August;Hatay-31;91;80;836;763
2018;August;Igdir-76;4;6;36;51
2018;August;Isparta-32;13;28;359;262
2018;August;Istanbul-34;915;1167;6066;7114
2018;August;Izmir-35;322;511;1809;2422
2018;August;Kahramanmaras-46;75;52;836;517
2018;August;Karabuk-78;14;22;116;138
2018;August;Karaman-70;11;11;148;165
2018;August;Kars-36;15;13;100;46
2018;August;Kastamonu-37;55;23;310;191
2018;August;Kayseri-38;54;144;886;1658
2018;August;Kilis-79;10;12;75;118
2018;August;Kirikkale-71;35;29;254;202
2018;August;Kirklareli-39;68;28;359;167
2018;August;Kirsehir-40;15;19;249;235
2018;August;Kocaeli-41;146;196;1110;1118
2018;August;Konya-42;106;150;1686;1443
2018;August;Kutahya-43;36;36;405;321
2018;August;Malatya-44;28;66;386;458
2018;August;Manisa-45;119;146;766;684
2018;August;Mardin-47;30;25;389;294
2018;August;Mersin-33;113;211;937;1484
2018;August;Mugla-48;70;89;422;893
2018;August;Mus-49;3;7;111;101
2018;August;Nevsehir-50;5;23;60;173
2018;August;Nigde-51;27;25;250;205
2018;August;Ordu-52;51;32;354;270
2018;August;Osmaniye-80;29;31;323;194
2018;August;Rize-53;20;14;100;98
2018;August;Sakarya-54;113;98;946;879
2018;August;Samsun-55;118;99;932;770
2018;August;Sanliurfa-63;67;67;755;673
2018;August;Siirt-56;11;9;105;68
2018;August;Sinop-57;28;16;202;141
2018;August;Sirnak-73;3;0;44;26
2018;August;Sivas-58;60;23;566;404
2018;August;Tekirdag-59;224;158;916;976
2018;August;Tokat-60;36;26;219;138
2018;August;Trabzon-61;34;55;416;601
2018;August;Tunceli-62;6;2;46;39
2018;August;Usak-64;44;23;258;179
2018;August;Van-65;21;30;731;217
2018;August;Yalova-77;21;32;420;646
2018;August;Yozgat-66;18;16;270;245
2018;August;Zonguldak-67;29;29;212;258
2018;September;Adana-1;138;154;1185;1136
2018;September;Adiyaman-2;46;33;384;227
2018;September;Afyonkarahisar-3;30;22;429;540
2018;September;Agri-4;10;10;98;185
2018;September;Aksaray-68;21;16;508;304
2018;September;Amasya-5;36;34;288;173
2018;September;Ankara-6;399;738;3751;6480
2018;September;Antalya-7;138;290;1778;3309
2018;September;Ardahan-75;0;0;4;11
2018;September;Artvin-8;13;13;64;54
2018;September;Aydin-9;122;160;1243;1759
2018;September;Balikesir-10;115;141;953;1568
2018;September;Bartin-74;35;10;240;97
2018;September;Batman-72;12;12;204;264
2018;September;Bayburt-69;1;2;32;36
2018;September;Bilecik-11;20;19;234;123
2018;September;Bingol-12;2;2;191;139
2018;September;Bitlis-13;10;8;143;84
2018;September;Bolu-14;27;16;326;384
2018;September;Burdur-15;13;17;189;147
2018;September;Bursa-16;273;222;1986;2072
2018;September;Canakkale-17;78;52;622;554
2018;September;Cankiri-18;21;4;115;143
2018;September;Corum-19;52;42;420;348
2018;September;Denizli-20;86;81;587;618
2018;September;Diyarbakir-21;78;59;691;977
2018;September;Duzce-81;40;21;481;281
2018;September;Edirne-22;43;29;284;252
2018;September;Elazig-23;44;44;564;488
2018;September;Erzincan-24;14;10;109;124
2018;September;Erzurum-25;78;46;524;390
2018;September;Eskisehir-26;77;94;839;1076
2018;September;Gaziantep-27;119;117;1254;1338
2018;September;Giresun-28;51;30;330;247
2018;September;Gumushane-29;2;6;119;60
2018;September;Hakkari-30;0;0;8;5
2018;September;Hatay-31;84;96;1005;992
2018;September;Igdir-76;6;2;62;57
2018;September;Isparta-32;19;30;323;326
2018;September;Istanbul-34;891;972;8610;9743
2018;September;Izmir-35;313;378;2473;3043
2018;September;Kahramanmaras-46;83;46;1117;671
2018;September;Karabuk-78;16;25;194;214
2018;September;Karaman-70;5;4;151;146
2018;September;Kars-36;23;12;172;80
2018;September;Kastamonu-37;40;21;379;225
2018;September;Kayseri-38;62;144;1075;1773
2018;September;Kilis-79;9;8;69;154
2018;September;Kirikkale-71;27;24;362;292
2018;September;Kirklareli-39;48;29;461;213
2018;September;Kirsehir-40;28;11;267;232
2018;September;Kocaeli-41;120;158;1409;1457
2018;September;Konya-42;96;95;2163;1704
2018;September;Kutahya-43;39;38;341;398
2018;September;Malatya-44;35;67;518;570
2018;September;Manisa-45;150;132;1048;738
2018;September;Mardin-47;33;21;579;377
2018;September;Mersin-33;118;164;1184;1783
2018;September;Mugla-48;70;90;536;1078
2018;September;Mus-49;1;9;106;123
2018;September;Nevsehir-50;5;21;42;287
2018;September;Nigde-51;41;16;282;300
2018;September;Ordu-52;91;31;507;341
2018;September;Osmaniye-80;36;20;292;216
2018;September;Rize-53;16;8;139;141
2018;September;Sakarya-54;63;70;848;1065
2018;September;Samsun-55;128;108;1091;950
2018;September;Sanliurfa-63;62;51;1008;932
2018;September;Siirt-56;10;9;173;134
2018;September;Sinop-57;14;15;176;140
2018;September;Sirnak-73;3;0;48;28
2018;September;Sivas-58;58;24;605;445
2018;September;Tekirdag-59;188;121;1169;1232
2018;September;Tokat-60;55;20;271;232
2018;September;Trabzon-61;31;44;545;695
2018;September;Tunceli-62;3;3;82;49
2018;September;Usak-64;42;23;318;248
2018;September;Van-65;22;30;250;236
2018;September;Yalova-77;19;31;526;695
2018;September;Yozgat-66;22;14;315;262
2018;September;Zonguldak-67;38;34;244;275
2018;October;Adana-1;109;66;1349;1345
2018;October;Adiyaman-2;21;21;564;329
2018;October;Afyonkarahisar-3;28;9;509;497
2018;October;Agri-4;4;5;142;160
2018;October;Aksaray-68;16;9;505;353
2018;October;Amasya-5;25;19;348;209
2018;October;Ankara-6;495;346;5315;7274
2018;October;Antalya-7;72;175;2428;3756
2018;October;Ardahan-75;0;0;7;8
2018;October;Artvin-8;10;2;90;83
2018;October;Aydin-9;55;82;1335;1742
2018;October;Balikesir-10;71;68;973;1562
2018;October;Bartin-74;22;7;244;69
2018;October;Batman-72;9;6;239;242
2018;October;Bayburt-69;2;2;43;32
2018;October;Bilecik-11;13;12;191;153
2018;October;Bingol-12;5;2;236;126
2018;October;Bitlis-13;9;1;168;105
2018;October;Bolu-14;28;19;387;607
2018;October;Burdur-15;14;13;259;187
2018;October;Bursa-16;158;120;2748;2392
2018;October;Canakkale-17;29;29;696;530
2018;October;Cankiri-18;7;11;211;142
2018;October;Corum-19;32;16;395;391
2018;October;Denizli-20;69;55;717;690
2018;October;Diyarbakir-21;57;30;764;955
2018;October;Duzce-81;27;15;500;325
2018;October;Edirne-22;23;17;308;275
2018;October;Elazig-23;28;23;589;493
2018;October;Erzincan-24;12;5;191;159
2018;October;Erzurum-25;87;13;671;442
2018;October;Eskisehir-26;39;55;1073;1088
2018;October;Gaziantep-27;63;51;1475;1380
2018;October;Giresun-28;21;16;477;251
2018;October;Gumushane-29;2;7;144;80
2018;October;Hakkari-30;1;0;3;11
2018;October;Hatay-31;75;53;1050;1089
2018;October;Igdir-76;9;1;81;61
2018;October;Isparta-32;9;12;252;297
2018;October;Istanbul-34;1418;746;12560;12432
2018;October;Izmir-35;260;273;3512;3374
2018;October;Kahramanmaras-46;33;18;1220;751
2018;October;Karabuk-78;13;7;163;187
2018;October;Karaman-70;9;2;194;181
2018;October;Kars-36;10;14;129;162
2018;October;Kastamonu-37;38;10;621;236
2018;October;Kayseri-38;39;62;1275;1724
2018;October;Kilis-79;4;4;56;142
2018;October;Kirikkale-71;10;13;283;245
2018;October;Kirklareli-39;41;16;553;240
2018;October;Kirsehir-40;5;7;256;171
2018;October;Kocaeli-41;119;93;1560;1728
2018;October;Konya-42;79;80;2645;1721
2018;October;Kutahya-43;29;12;565;431
2018;October;Malatya-44;20;23;633;653
2018;October;Manisa-45;88;52;1217;895
2018;October;Mardin-47;20;8;726;420
2018;October;Mersin-33;81;72;1640;1848
2018;October;Mugla-48;46;51;752;1138
2018;October;Mus-49;2;1;130;135
2018;October;Nevsehir-50;3;10;85;243
2018;October;Nigde-51;21;10;368;352
2018;October;Ordu-52;64;18;684;433
2018;October;Osmaniye-80;23;12;358;262
2018;October;Rize-53;18;12;205;136
2018;October;Sakarya-54;53;36;1162;1150
2018;October;Samsun-55;52;51;1595;1154
2018;October;Sanliurfa-63;32;33;1204;972
2018;October;Siirt-56;8;2;222;113
2018;October;Sinop-57;19;5;213;103
2018;October;Sirnak-73;1;1;207;50
2018;October;Sivas-58;28;17;746;489
2018;October;Tekirdag-59;118;55;1482;1200
2018;October;Tokat-60;30;18;561;230
2018;October;Trabzon-61;17;20;579;772
2018;October;Tunceli-62;8;1;83;83
2018;October;Usak-64;31;20;407;262
2018;October;Van-65;15;19;473;235
2018;October;Yalova-77;8;15;449;805
2018;October;Yozgat-66;18;18;300;263
2018;October;Zonguldak-67;25;23;353;357
2018;November;Adana-1;60;56;791;990
2018;November;Adiyaman-2;21;16;245;161
2018;November;Afyonkarahisar-3;32;16;302;353
2018;November;Agri-4;3;2;75;103
2018;November;Aksaray-68;15;5;213;174
2018;November;Amasya-5;19;11;198;111
2018;November;Ankara-6;174;325;2639;4696
2018;November;Antalya-7;79;137;1545;2646
2018;November;Ardahan-75;4;0;15;3
2018;November;Artvin-8;8;3;59;36
2018;November;Aydin-9;48;77;795;1145
2018;November;Balikesir-10;51;52;688;1151
2018;November;Bartin-74;12;4;135;50
2018;November;Batman-72;4;4;146;138
2018;November;Bayburt-69;0;1;19;13
2018;November;Bilecik-11;5;8;150;102
2018;November;Bingol-12;4;1;203;117
2018;November;Bitlis-13;16;0;44;48
2018;November;Bolu-14;16;4;210;240
2018;November;Burdur-15;12;4;148;111
2018;November;Bursa-16;101;107;1351;1738
2018;November;Canakkale-17;35;24;469;403
2018;November;Cankiri-18;4;3;80;91
2018;November;Corum-19;24;9;227;218
2018;November;Denizli-20;39;37;347;496
2018;November;Diyarbakir-21;36;23;384;569
2018;November;Duzce-81;25;14;374;237
2018;November;Edirne-22;15;19;166;166
2018;November;Elazig-23;17;11;350;311
2018;November;Erzincan-24;5;3;94;73
2018;November;Erzurum-25;60;8;397;260
2018;November;Eskisehir-26;35;45;534;678
2018;November;Gaziantep-27;47;45;747;967
2018;November;Giresun-28;22;19;208;229
2018;November;Gumushane-29;2;1;56;36
2018;November;Hakkari-30;1;0;3;4
2018;November;Hatay-31;50;28;750;710
2018;November;Igdir-76;11;2;57;30
