Year;Month;Province;Mortgaged_FirstHand_Sale;Mortgaged_SecondHand_Sale;Other_FirstHand_Sale;Other_SecondHand_Sale
2014;April;Zonguldak-67;37;70;122;144
2014;May;Adana-1;250;396;474;555
2014;May;Adiyaman-2;72;48;119;89
2014;May;Afyonkarahisar-3;58;54;114;244
2014;May;Agri-4;13;15;37;28
2014;May;Aksaray-68;46;29;130;85
2014;May;Amasya-5;55;39;68;59
2014;May;Ankara-6;1489;2466;3441;3608
2014;May;Antalya-7;493;851;1698;1965
2014;May;Ardahan-75;2;1;2;6
2014;May;Artvin-8;18;21;40;21
2014;May;Aydin-9;211;343;509;872
2014;May;Balikesir-10;259;251;499;736
2014;May;Bartin-74;25;23;50;51
2014;May;Batman-72;39;23;143;100
2014;May;Bayburt-69;3;1;8;2
2014;May;Bilecik-11;73;53;131;66
2014;May;Bingol-12;3;3;6;20
2014;May;Bitlis-13;11;12;20;32
2014;May;Bolu-14;67;54;219;172
2014;May;Burdur-15;32;34;93;40
2014;May;Bursa-16;523;607;920;1147
2014;May;Canakkale-17;127;96;288;230
2014;May;Cankiri-18;30;25;36;46
2014;May;Corum-19;82;112;182;182
2014;May;Denizli-20;164;190;273;277
2014;May;Diyarbakir-21;204;146;338;353
2014;May;Duzce-81;69;41;104;115
2014;May;Edirne-22;71;101;178;159
2014;May;Elazig-23;35;116;224;308
2014;May;Erzincan-24;17;19;56;46
2014;May;Erzurum-25;61;77;156;183
2014;May;Eskisehir-26;232;231;479;523
2014;May;Gaziantep-27;284;290;667;591
2014;May;Giresun-28;48;65;109;107
2014;May;Gumushane-29;10;6;22;11
2014;May;Hakkari-30;1;0;8;3
2014;May;Hatay-31;180;168;458;394
2014;May;Igdir-76;12;8;18;21
2014;May;Isparta-32;31;46;183;106
2014;May;Istanbul-34;3245;3807;4462;6338
2014;May;Izmir-35;743;1283;1768;2083
2014;May;Kahramanmaras-46;133;72;313;265
2014;May;Karabuk-78;49;42;108;82
2014;May;Karaman-70;26;34;85;61
2014;May;Kars-36;17;15;32;22
2014;May;Kastamonu-37;54;36;145;113
2014;May;Kayseri-38;116;378;623;807
2014;May;Kilis-79;25;17;145;44
2014;May;Kirikkale-71;42;50;168;97
2014;May;Kirklareli-39;92;57;143;108
2014;May;Kirsehir-40;33;38;157;85
2014;May;Kocaeli-41;477;471;724;734
2014;May;Konya-42;212;326;786;721
2014;May;Kutahya-43;75;78;277;162
2014;May;Malatya-44;97;134;336;299
2014;May;Manisa-45;202;281;382;352
2014;May;Mardin-47;49;22;159;83
2014;May;Mersin-33;247;513;601;1065
2014;May;Mugla-48;118;220;317;638
2014;May;Mus-49;0;8;8;32
2014;May;Nevsehir-50;12;33;40;150
2014;May;Nigde-51;41;42;102;171
2014;May;Ordu-52;113;74;200;195
2014;May;Osmaniye-80;94;41;210;113
2014;May;Rize-53;36;30;121;56
2014;May;Sakarya-54;174;179;508;591
2014;May;Samsun-55;215;187;515;464
2014;May;Sanliurfa-63;130;121;562;381
2014;May;Siirt-56;24;11;62;37
2014;May;Sinop-57;24;20;83;56
2014;May;Sirnak-73;3;2;22;8
2014;May;Sivas-58;52;62;105;125
2014;May;Tekirdag-59;343;425;534;888
2014;May;Tokat-60;75;78;118;122
2014;May;Trabzon-61;108;99;360;282
2014;May;Tunceli-62;14;8;32;15
2014;May;Usak-64;36;38;96;66
2014;May;Van-65;14;40;95;100
2014;May;Yalova-77;93;85;129;468
2014;May;Yozgat-66;16;36;80;85
2014;May;Zonguldak-67;55;82;119;168
2014;June;Adana-1;263;459;463;524
2014;June;Adiyaman-2;87;54;154;93
2014;June;Afyonkarahisar-3;52;60;119;229
2014;June;Agri-4;16;8;43;50
2014;June;Aksaray-68;47;34;84;97
2014;June;Amasya-5;65;55;64;85
2014;June;Ankara-6;1518;2787;2510;3622
2014;June;Antalya-7;515;913;1499;2020
2014;June;Ardahan-75;7;2;3;3
2014;June;Artvin-8;27;9;95;21
2014;June;Aydin-9;201;338;601;816
2014;June;Balikesir-10;199;291;436;888
2014;June;Bartin-74;25;13;71;51
2014;June;Batman-72;37;26;179;78
2014;June;Bayburt-69;1;5;9;5
2014;June;Bilecik-11;52;67;97;62
2014;June;Bingol-12;1;0;11;22
2014;June;Bitlis-13;3;14;21;32
2014;June;Bolu-14;93;56;177;166
2014;June;Burdur-15;16;26;50;51
2014;June;Bursa-16;562;639;907;1149
2014;June;Canakkale-17;115;96;266;235
2014;June;Cankiri-18;40;31;45;51
2014;June;Corum-19;93;137;187;189
2014;June;Denizli-20;204;188;338;335
2014;June;Diyarbakir-21;213;170;403;363
2014;June;Duzce-81;61;68;117;95
2014;June;Edirne-22;77;83;164;162
2014;June;Elazig-23;42;113;321;302
2014;June;Erzincan-24;38;28;84;48
2014;June;Erzurum-25;63;93;105;151
2014;June;Eskisehir-26;302;242;583;464
2014;June;Gaziantep-27;260;321;713;500
2014;June;Giresun-28;62;54;116;103
2014;June;Gumushane-29;5;5;39;15
2014;June;Hakkari-30;0;0;5;9
2014;June;Hatay-31;163;202;442;474
2014;June;Igdir-76;8;11;16;15
2014;June;Isparta-32;30;66;106;201
2014;June;Istanbul-34;3291;3996;5924;6041
2014;June;Izmir-35;827;1310;1403;1870
2014;June;Kahramanmaras-46;165;105;371;234
2014;June;Karabuk-78;65;45;129;106
2014;June;Karaman-70;29;32;70;70
2014;June;Kars-36;18;21;36;22
2014;June;Kastamonu-37;56;56;124;127
2014;June;Kayseri-38;125;441;753;978
2014;June;Kilis-79;19;17;120;49
2014;June;Kirikkale-71;42;50;227;147
2014;June;Kirklareli-39;111;70;148;109
2014;June;Kirsehir-40;33;47;159;102
2014;June;Kocaeli-41;441;505;727;726
2014;June;Konya-42;269;355;779;825
2014;June;Kutahya-43;82;99;207;166
2014;June;Malatya-44;139;177;262;306
2014;June;Manisa-45;237;277;373;337
2014;June;Mardin-47;57;23;185;73
2014;June;Mersin-33;307;638;625;1063
2014;June;Mugla-48;191;221;326;607
2014;June;Mus-49;0;6;2;38
2014;June;Nevsehir-50;6;38;29;174
2014;June;Nigde-51;41;56;99;155
2014;June;Ordu-52;83;76;232;138
2014;June;Osmaniye-80;118;55;233;103
2014;June;Rize-53;44;27;66;59
2014;June;Sakarya-54;220;224;554;529
2014;June;Samsun-55;206;233;494;419
2014;June;Sanliurfa-63;127;167;568;379
2014;June;Siirt-56;28;12;78;35
2014;June;Sinop-57;41;32;66;75
2014;June;Sirnak-73;4;3;45;9
2014;June;Sivas-58;55;62;139;136
2014;June;Tekirdag-59;375;467;560;897
2014;June;Tokat-60;63;88;123;114
2014;June;Trabzon-61;127;108;308;240
2014;June;Tunceli-62;13;5;63;20
2014;June;Usak-64;39;38;103;49
2014;June;Van-65;17;38;110;77
2014;June;Yalova-77;37;116;169;473
2014;June;Yozgat-66;20;40;83;103
2014;June;Zonguldak-67;60;98;114;122
2014;July;Adana-1;233;446;430;644
2014;July;Adiyaman-2;95;49;103;71
2014;July;Afyonkarahisar-3;69;53;123;238
2014;July;Agri-4;14;15;27;32
2014;July;Aksaray-68;44;60;101;121
2014;July;Amasya-5;79;57;112;53
2014;July;Ankara-6;1469;2462;2249;3246
2014;July;Antalya-7;473;829;1350;1666
2014;July;Ardahan-75;3;1;3;2
2014;July;Artvin-8;26;13;33;29
2014;July;Aydin-9;221;346;478;805
2014;July;Balikesir-10;226;336;484;712
2014;July;Bartin-74;20;20;71;51
2014;July;Batman-72;30;17;93;60
2014;July;Bayburt-69;6;4;13;2
2014;July;Bilecik-11;58;45;108;36
2014;July;Bingol-12;1;2;29;13
2014;July;Bitlis-13;4;14;20;24
2014;July;Bolu-14;83;58;181;163
2014;July;Burdur-15;19;30;68;35
2014;July;Bursa-16;585;560;871;962
2014;July;Canakkale-17;138;139;323;294
2014;July;Cankiri-18;35;24;56;43
2014;July;Corum-19;90;125;156;166
2014;July;Denizli-20;196;186;286;222
2014;July;Diyarbakir-21;183;145;258;283
2014;July;Duzce-81;76;47;131;80
2014;July;Edirne-22;97;90;134;153
2014;July;Elazig-23;45;88;203;239
2014;July;Erzincan-24;33;20;78;47
2014;July;Erzurum-25;118;63;172;132
2014;July;Eskisehir-26;294;248;579;440
2014;July;Gaziantep-27;258;295;589;456
2014;July;Giresun-28;54;57;100;80
2014;July;Gumushane-29;11;6;23;10
2014;July;Hakkari-30;0;0;2;4
2014;July;Hatay-31;202;196;375;406
2014;July;Igdir-76;20;14;40;18
2014;July;Isparta-32;53;66;99;140
2014;July;Istanbul-34;3241;3789;4676;5410
2014;July;Izmir-35;826;1230;1334;1891
2014;July;Kahramanmaras-46;135;120;373;195
2014;July;Karabuk-78;55;49;163;74
2014;July;Karaman-70;25;21;50;59
2014;July;Kars-36;21;20;61;20
2014;July;Kastamonu-37;79;45;116;97
2014;July;Kayseri-38;144;375;747;757
2014;July;Kilis-79;23;25;88;40
2014;July;Kirikkale-71;50;66;145;96
2014;July;Kirklareli-39;116;76;149;129
2014;July;Kirsehir-40;48;59;118;100
2014;July;Kocaeli-41;422;467;567;622
2014;July;Konya-42;236;314;676;637
2014;July;Kutahya-43;76;80;262;172
2014;July;Malatya-44;140;127;314;220
2014;July;Manisa-45;212;275;343;331
2014;July;Mardin-47;54;35;134;69
2014;July;Mersin-33;312;575;524;962
2014;July;Mugla-48;145;234;283;614
2014;July;Mus-49;0;14;2;23
2014;July;Nevsehir-50;11;36;42;85
2014;July;Nigde-51;40;51;147;155
2014;July;Ordu-52;115;84;215;193
2014;July;Osmaniye-80;102;50;200;71
2014;July;Rize-53;34;32;56;72
2014;July;Sakarya-54;255;183;472;470
2014;July;Samsun-55;229;231;498;412
2014;July;Sanliurfa-63;106;127;418;235
2014;July;Siirt-56;7;16;31;23
2014;July;Sinop-57;31;31;63;57
2014;July;Sirnak-73;2;3;8;4
2014;July;Sivas-58;73;75;182;134
2014;July;Tekirdag-59;385;439;547;911
2014;July;Tokat-60;78;67;117;86
2014;July;Trabzon-61;98;96;338;224
2014;July;Tunceli-62;25;12;50;26
2014;July;Usak-64;62;46;140;59
2014;July;Van-65;20;43;77;101
2014;July;Yalova-77;44;95;103;450
2014;July;Yozgat-66;32;53;70;72
2014;July;Zonguldak-67;61;89;92;111
2014;August;Adana-1;265;496;640;652
2014;August;Adiyaman-2;89;62;210;134
2014;August;Afyonkarahisar-3;69;66;170;279
2014;August;Agri-4;22;12;111;32
2014;August;Aksaray-68;46;58;251;217
2014;August;Amasya-5;95;67;382;102
2014;August;Ankara-6;1653;2955;3214;4014
2014;August;Antalya-7;632;954;1578;1943
2014;August;Ardahan-75;2;2;4;3
2014;August;Artvin-8;24;16;63;35
2014;August;Aydin-9;268;420;734;1086
2014;August;Balikesir-10;300;413;690;1086
2014;August;Bartin-74;31;26;91;54
2014;August;Batman-72;41;24;165;61
2014;August;Bayburt-69;3;2;20;20
2014;August;Bilecik-11;92;74;112;94
2014;August;Bingol-12;1;1;35;29
2014;August;Bitlis-13;2;16;27;29
2014;August;Bolu-14;109;59;194;161
2014;August;Burdur-15;20;40;102;57
2014;August;Bursa-16;599;697;1071;1291
2014;August;Canakkale-17;163;160;456;345
2014;August;Cankiri-18;57;34;83;66
2014;August;Corum-19;98;163;299;248
2014;August;Denizli-20;219;223;380;409
2014;August;Diyarbakir-21;215;200;353;402
2014;August;Duzce-81;77;76;162;131
2014;August;Edirne-22;93;106;199;200
2014;August;Elazig-23;79;135;379;427
2014;August;Erzincan-24;23;30;88;64
2014;August;Erzurum-25;103;79;171;203
2014;August;Eskisehir-26;344;251;685;544
2014;August;Gaziantep-27;312;335;724;610
2014;August;Giresun-28;75;71;159;179
2014;August;Gumushane-29;4;11;77;23
2014;August;Hakkari-30;0;0;9;3
2014;August;Hatay-31;206;249;566;549
2014;August;Igdir-76;37;8;55;29
2014;August;Isparta-32;37;70;183;171
2014;August;Istanbul-34;3226;3756;4791;5576
2014;August;Izmir-35;836;1434;1395;2107
2014;August;Kahramanmaras-46;189;136;553;307
2014;August;Karabuk-78;81;64;222;157
2014;August;Karaman-70;38;50;134;102
2014;August;Kars-36;36;19;73;36
2014;August;Kastamonu-37;106;71;358;155
2014;August;Kayseri-38;174;508;984;1248
2014;August;Kilis-79;23;19;109;47
2014;August;Kirikkale-71;48;64;250;186
2014;August;Kirklareli-39;118;77;194;147
2014;August;Kirsehir-40;63;64;191;160
2014;August;Kocaeli-41;417;527;737;752
2014;August;Konya-42;330;437;1045;1003
2014;August;Kutahya-43;88;95;268;198
2014;August;Malatya-44;150;183;385;413
2014;August;Manisa-45;267;340;374;430
2014;August;Mardin-47;46;42;216;85
2014;August;Mersin-33;345;639;623;1233
2014;August;Mugla-48;150;262;240;881
2014;August;Mus-49;0;11;12;47
2014;August;Nevsehir-50;8;47;100;265
2014;August;Nigde-51;53;77;137;207
2014;August;Ordu-52;131;121;257;248
2014;August;Osmaniye-80;175;53;246;139
2014;August;Rize-53;46;56;96;82
2014;August;Sakarya-54;311;252;636;677
2014;August;Samsun-55;281;285;662;577
2014;August;Sanliurfa-63;131;165;673;349
2014;August;Siirt-56;35;18;91;57
2014;August;Sinop-57;52;39;149;106
2014;August;Sirnak-73;3;2;86;10
2014;August;Sivas-58;106;96;222;213
2014;August;Tekirdag-59;471;529;593;1092
2014;August;Tokat-60;87;118;133;169
2014;August;Trabzon-61;106;136;440;366
2014;August;Tunceli-62;25;16;68;38
2014;August;Usak-64;68;55;148;106
2014;August;Van-65;25;31;61;64
2014;August;Yalova-77;50;106;158;605
2014;August;Yozgat-66;35;76;185;173
2014;August;Zonguldak-67;57;109;149;155
2014;September;Adana-1;293;535;405;651
2014;September;Adiyaman-2;111;82;162;129
2014;September;Afyonkarahisar-3;116;109;182;264
2014;September;Agri-4;25;16;55;36
2014;September;Aksaray-68;72;72;242;156
2014;September;Amasya-5;119;75;164;85
2014;September;Ankara-6;1972;3572;3185;3886
2014;September;Antalya-7;706;1174;2089;2167
2014;September;Ardahan-75;0;3;4;5
2014;September;Artvin-8;33;26;43;44
2014;September;Aydin-9;279;445;762;1140
2014;September;Balikesir-10;333;472;629;1007
2014;September;Bartin-74;40;43;62;50
2014;September;Batman-72;48;52;142;106
2014;September;Bayburt-69;7;4;28;15
2014;September;Bilecik-11;89;82;149;107
2014;September;Bingol-12;5;4;27;16
2014;September;Bitlis-13;6;11;39;23
2014;September;Bolu-14;115;78;217;205
2014;September;Burdur-15;28;37;90;54
2014;September;Bursa-16;780;873;1149;1347
2014;September;Canakkale-17;159;193;375;341
2014;September;Cankiri-18;59;46;88;48
2014;September;Corum-19;99;189;313;322
2014;September;Denizli-20;240;320;362;389
2014;September;Diyarbakir-21;270;298;427;468
2014;September;Duzce-81;83;70;167;129
2014;September;Edirne-22;99;140;163;226
2014;September;Elazig-23;99;165;333;452
2014;September;Erzincan-24;38;41;66;56
2014;September;Erzurum-25;126;116;226;189
2014;September;Eskisehir-26;421;299;788;657
2014;September;Gaziantep-27;366;370;882;612
2014;September;Giresun-28;113;90;217;161
2014;September;Gumushane-29;14;10;50;19
2014;September;Hakkari-30;0;0;6;4
2014;September;Hatay-31;186;262;460;497
2014;September;Igdir-76;54;15;71;31
2014;September;Isparta-32;51;78;205;172
2014;September;Istanbul-34;4265;5021;5182;6455
2014;September;Izmir-35;1104;1805;1681;2513
2014;September;Kahramanmaras-46;202;143;429;271
2014;September;Karabuk-78;96;69;203;120
2014;September;Karaman-70;46;49;84;89
2014;September;Kars-36;49;24;78;30
2014;September;Kastamonu-37;135;53;229;119
2014;September;Kayseri-38;200;618;931;1053
2014;September;Kilis-79;30;38;155;56
2014;September;Kirikkale-71;110;88;255;192
2014;September;Kirklareli-39;122;129;198;157
2014;September;Kirsehir-40;65;79;194;133
2014;September;Kocaeli-41;551;649;959;831
2014;September;Konya-42;357;553;1034;945
2014;September;Kutahya-43;100;111;256;207
2014;September;Malatya-44;193;226;367;409
2014;September;Manisa-45;306;376;448;394
2014;September;Mardin-47;60;34;215;94
2014;September;Mersin-33;406;734;699;1265
2014;September;Mugla-48;157;277;325;785
2014;September;Mus-49;1;10;13;33
2014;September;Nevsehir-50;12;54;56;299
2014;September;Nigde-51;81;100;148;222
2014;September;Ordu-52;138;147;212;215
2014;September;Osmaniye-80;158;73;294;102
2014;September;Rize-53;46;53;115;103
2014;September;Sakarya-54;277;306;708;669
2014;September;Samsun-55;283;386;529;562
2014;September;Sanliurfa-63;190;184;722;388
2014;September;Siirt-56;52;22;93;54
2014;September;Sinop-57;51;52;109;94
2014;September;Sirnak-73;3;3;33;6
2014;September;Sivas-58;102;125;253;173
2014;September;Tekirdag-59;539;672;718;1245
2014;September;Tokat-60;113;114;118;137
2014;September;Trabzon-61;132;179;539;413
2014;September;Tunceli-62;27;18;77;43
2014;September;Usak-64;48;64;131;108
2014;September;Van-65;35;44;103;75
2014;September;Yalova-77;57;130;184;631
2014;September;Yozgat-66;39;73;129;145
2014;September;Zonguldak-67;87;113;130;181
2014;October;Adana-1;247;457;399;519
2014;October;Adiyaman-2;76;59;124;105
2014;October;Afyonkarahisar-3;81;89;132;221
2014;October;Agri-4;20;7;50;27
2014;October;Aksaray-68;51;50;131;102
2014;October;Amasya-5;82;76;132;62
2014;October;Ankara-6;1510;2703;3041;3295
2014;October;Antalya-7;600;980;1651;1870
2014;October;Ardahan-75;0;3;9;3
2014;October;Artvin-8;36;19;69;31
2014;October;Aydin-9;231;389;587;867
2014;October;Balikesir-10;307;357;541;858
2014;October;Bartin-74;34;26;72;48
2014;October;Batman-72;43;16;117;61
2014;October;Bayburt-69;5;0;24;12
2014;October;Bilecik-11;83;50;155;49
2014;October;Bingol-12;2;0;28;21
2014;October;Bitlis-13;8;12;19;26
2014;October;Bolu-14;99;62;157;180
2014;October;Burdur-15;28;25;110;52
2014;October;Bursa-16;625;702;900;1208
2014;October;Canakkale-17;126;128;285;284
2014;October;Cankiri-18;33;47;62;58
2014;October;Corum-19;91;148;201;184
2014;October;Denizli-20;208;223;241;302
2014;October;Diyarbakir-21;224;198;349;368
2014;October;Duzce-81;89;52;124;113
2014;October;Edirne-22;97;113;151;176
2014;October;Elazig-23;95;189;312;362
2014;October;Erzincan-24;33;21;81;52
2014;October;Erzurum-25;96;80;184;229
2014;October;Eskisehir-26;256;262;584;428
2014;October;Gaziantep-27;258;300;659;513
2014;October;Giresun-28;79;73;142;129
2014;October;Gumushane-29;10;8;43;15
2014;October;Hakkari-30;0;1;15;2
2014;October;Hatay-31;214;218;463;431
2014;October;Igdir-76;56;6;54;23
2014;October;Isparta-32;30;66;148;122
2014;October;Istanbul-34;3399;3939;4470;5432
2014;October;Izmir-35;867;1585;1337;1983
2014;October;Kahramanmaras-46;188;115;408;232
2014;October;Karabuk-78;80;51;153;102
2014;October;Karaman-70;28;47;86;44
2014;October;Kars-36;58;18;106;38
2014;October;Kastamonu-37;111;44;180;108
2014;October;Kayseri-38;157;497;766;971
2014;October;Kilis-79;34;25;96;68
2014;October;Kirikkale-71;66;62;172;180
2014;October;Kirklareli-39;100;94;132;130
2014;October;Kirsehir-40;54;63;165;104
2014;October;Kocaeli-41;457;485;1001;765
2014;October;Konya-42;324;372;991;776
2014;October;Kutahya-43;92;95;213;200
2014;October;Malatya-44;145;186;302;310
2014;October;Manisa-45;250;270;426;376
2014;October;Mardin-47;49;20;121;67
2014;October;Mersin-33;334;619;582;1123
2014;October;Mugla-48;158;298;312;713
2014;October;Mus-49;0;13;11;30
2014;October;Nevsehir-50;8;50;43;197
2014;October;Nigde-51;56;54;158;168
2014;October;Ordu-52;152;125;219;220
2014;October;Osmaniye-80;96;64;244;96
2014;October;Rize-53;36;46;97;84
2014;October;Sakarya-54;221;225;584;566
2014;October;Samsun-55;250;292;549;545
2014;October;Sanliurfa-63;223;196;656;370
2014;October;Siirt-56;25;14;79;44
2014;October;Sinop-57;35;35;63;67
2014;October;Sirnak-73;0;1;95;4
2014;October;Sivas-58;99;53;224;132
2014;October;Tekirdag-59;403;433;595;841
2014;October;Tokat-60;64;87;83;121
2014;October;Trabzon-61;111;140;373;348
2014;October;Tunceli-62;31;11;45;23
2014;October;Usak-64;47;46;128;90
2014;October;Van-65;25;35;83;54
2014;October;Yalova-77;50;84;192;463
2014;October;Yozgat-66;50;65;103;111
2014;October;Zonguldak-67;80;106;134;167
2014;November;Adana-1;240;480;424;598
2014;November;Adiyaman-2;94;59;170;97
2014;November;Afyonkarahisar-3;92;74;130;264
2014;November;Agri-4;24;11;47;40
2014;November;Aksaray-68;65;38;142;131
2014;November;Amasya-5;101;74;139;77
2014;November;Ankara-6;1638;3112;3133;3812
2014;November;Antalya-7;641;1170;1589;2131
2014;November;Ardahan-75;3;3;11;6
2014;November;Artvin-8;33;36;70;20
2014;November;Aydin-9;226;418;682;818
2014;November;Balikesir-10;246;355;537;808
2014;November;Bartin-74;43;27;55;25
2014;November;Batman-72;58;34;133;65
2014;November;Bayburt-69;10;0;361;4
2014;November;Bilecik-11;90;67;148;51
2014;November;Bingol-12;0;0;54;21
2014;November;Bitlis-13;6;16;60;18
2014;November;Bolu-14;94;70;167;163
2014;November;Burdur-15;24;37;74;46
2014;November;Bursa-16;675;790;1143;1322
2014;November;Canakkale-17;155;146;290;257
2014;November;Cankiri-18;41;52;120;57
2014;November;Corum-19;112;155;169;194
2014;November;Denizli-20;211;224;275;332
2014;November;Diyarbakir-21;240;221;411;399
2014;November;Duzce-81;77;67;180;159
2014;November;Edirne-22;101;112;167;173
2014;November;Elazig-23;106;126;295;305
2014;November;Erzincan-24;36;29;79;57
2014;November;Erzurum-25;132;83;269;196
2014;November;Eskisehir-26;359;297;686;533
2014;November;Gaziantep-27;321;308;848;632
2014;November;Giresun-28;82;76;148;121
2014;November;Gumushane-29;11;6;57;23
2014;November;Hakkari-30;6;0;17;1
2014;November;Hatay-31;205;192;506;444
2014;November;Igdir-76;44;9;57;15
2014;November;Isparta-32;35;47;175;136
2014;November;Istanbul-34;3520;4458;5308;6280
2014;November;Izmir-35;894;1693;1633;2402
2014;November;Kahramanmaras-46;181;118;405;259
2014;November;Karabuk-78;62;61;175;83
2014;November;Karaman-70;33;28;91;65
2014;November;Kars-36;52;27;113;41
2014;November;Kastamonu-37;93;56;209;104
2014;November;Kayseri-38;176;527;802;968
2014;November;Kilis-79;24;25;126;62
2014;November;Kirikkale-71;67;59;228;167
2014;November;Kirklareli-39;95;92;211;149
2014;November;Kirsehir-40;51;50;124;105
2014;November;Kocaeli-41;481;650;884;785
2014;November;Konya-42;335;357;862;796
2014;November;Kutahya-43;103;112;205;183
2014;November;Malatya-44;155;176;313;263
2014;November;Manisa-45;293;321;499;409
2014;November;Mardin-47;49;27;202;90
2014;November;Mersin-33;303;645;619;1117
2014;November;Mugla-48;145;307;277;593
2014;November;Mus-49;1;10;43;34
2014;November;Nevsehir-50;13;46;69;109
2014;November;Nigde-51;37;53;145;155
2014;November;Ordu-52;107;115;233;183
2014;November;Osmaniye-80;78;72;257;108
2014;November;Rize-53;52;59;113;75
2014;November;Sakarya-54;219;258;608;702
2014;November;Samsun-55;223;271;604;602
2014;November;Sanliurfa-63;176;198;692;369
2014;November;Siirt-56;20;15;113;37
2014;November;Sinop-57;27;40;69;75
2014;November;Sirnak-73;3;5;29;13
2014;November;Sivas-58;109;82;222;113
2014;November;Tekirdag-59;406;570;692;897
2014;November;Tokat-60;78;89;129;135
2014;November;Trabzon-61;90;156;327;361
2014;November;Tunceli-62;25;8;75;20
2014;November;Usak-64;45;57;120;86
2014;November;Van-65;32;33;166;80
2014;November;Yalova-77;58;103;213;502
2014;November;Yozgat-66;40;63;87;101
2014;November;Zonguldak-67;67;117;123;196
2014;December;Adana-1;331;550;693;908
2014;December;Adiyaman-2;113;74;292;127
2014;December;Afyonkarahisar-3;131;93;214;304
2014;December;Agri-4;35;7;84;31
2014;December;Aksaray-68;61;41;230;158
2014;December;Amasya-5;109;62;173;118
2014;December;Ankara-6;1968;3388;4533;4905
2014;December;Antalya-7;753;1419;2149;2652
2014;December;Ardahan-75;3;1;5;5
2014;December;Artvin-8;44;30;92;56
2014;December;Aydin-9;255;490;747;1039
2014;December;Balikesir-10;321;374;663;945
2014;December;Bartin-74;48;26;83;65
2014;December;Batman-72;55;22;254;75
2014;December;Bayburt-69;14;2;45;4
2014;December;Bilecik-11;107;55;265;79
2014;December;Bingol-12;5;2;68;29
2014;December;Bitlis-13;8;14;35;28
2014;December;Bolu-14;113;65;264;213
2014;December;Burdur-15;17;43;120;49
2014;December;Bursa-16;800;836;1690;1652
2014;December;Canakkale-17;157;218;488;399
2014;December;Cankiri-18;48;46;206;81
2014;December;Corum-19;135;175;338;289
2014;December;Denizli-20;257;305;819;405
2014;December;Diyarbakir-21;252;226;853;539
2014;December;Duzce-81;123;68;224;148
2014;December;Edirne-22;103;124;191;189
2014;December;Elazig-23;71;131;355;357
2014;December;Erzincan-24;53;26;111;70
2014;December;Erzurum-25;102;91;235;237
2014;December;Eskisehir-26;348;342;973;655
2014;December;Gaziantep-27;344;385;978;845
2014;December;Giresun-28;90;74;209;181
2014;December;Gumushane-29;12;13;58;21
2014;December;Hakkari-30;0;1;12;4
2014;December;Hatay-31;270;264;729;605
2014;December;Igdir-76;31;14;69;21
2014;December;Isparta-32;62;64;194;166
2014;December;Istanbul-34;4456;5130;8153;8959
2014;December;Izmir-35;1089;1912;2596;2885
2014;December;Kahramanmaras-46;283;122;648;312
2014;December;Karabuk-78;99;73;193;125
2014;December;Karaman-70;33;32;95;74
2014;December;Kars-36;46;25;110;53
2014;December;Kastamonu-37;108;95;241;136
2014;December;Kayseri-38;241;617;1219;1286
2014;December;Kilis-79;23;19;152;65
2014;December;Kirikkale-71;76;66;383;211
2014;December;Kirklareli-39;118;95;264;188
2014;December;Kirsehir-40;47;70;170;136
2014;December;Kocaeli-41;630;644;1106;1008
2014;December;Konya-42;468;377;1480;1075
2014;December;Kutahya-43;102;120;399;214
2014;December;Malatya-44;179;188;480;432
2014;December;Manisa-45;337;379;635;548
2014;December;Mardin-47;67;33;375;105
2014;December;Mersin-33;428;720;948;1396
2014;December;Mugla-48;187;392;363;740
2014;December;Mus-49;11;6;46;48
2014;December;Nevsehir-50;20;62;81;174
2014;December;Nigde-51;61;81;191;216
2014;December;Ordu-52;188;134;380;293
2014;December;Osmaniye-80;104;64;282;132
2014;December;Rize-53;65;59;173;169
2014;December;Sakarya-54;250;255;847;809
2014;December;Samsun-55;314;290;721;695
2014;December;Sanliurfa-63;191;233;1005;495
2014;December;Siirt-56;39;24;184;89
2014;December;Sinop-57;45;38;83;75
2014;December;Sirnak-73;8;4;32;18
2014;December;Sivas-58;134;76;362;164
2014;December;Tekirdag-59;500;621;745;1147
2014;December;Tokat-60;82;108;131;149
2014;December;Trabzon-61;141;161;614;442
2014;December;Tunceli-62;24;10;58;25
2014;December;Usak-64;76;60;149;89
2014;December;Van-65;38;39;195;145
2014;December;Yalova-77;61;96;230;675
2014;December;Yozgat-66;43;50;150;136
2014;December;Zonguldak-67;98;113;175;181
2015;January;Adana-1;241;469;280;552
2015;January;Adiyaman-2;57;74;83;84
2015;January;Afyonkarahisar-3;54;80;184;163
2015;January;Agri-4;17;2;37;32
2015;January;Aksaray-68;57;53;146;99
2015;January;Amasya-5;64;72;81;64
2015;January;Ankara-6;1549;2807;2145;3069
2015;January;Antalya-7;571;1045;1332;1736
2015;January;Ardahan-75;0;4;2;8
2015;January;Artvin-8;22;22;53;23
2015;January;Aydin-9;214;377;503;755
2015;January;Balikesir-10;215;299;415;656
2015;January;Bartin-74;32;24;38;24
2015;January;Batman-72;49;7;120;66
2015;January;Bayburt-69;2;1;14;10
2015;January;Bilecik-11;50;51;93;36
2015;January;Bingol-12;1;0;31;40
2015;January;Bitlis-13;11;6;36;29
2015;January;Bolu-14;86;50;112;173
