ALFA ROMEO,0,203,203,0,0,0,0,203,203
ASTON MARTIN,0,16,16,0,0,0,0,16,16
AUDI,0,"13,295","13,295",0,0,0,0,"13,295","13,295"
BENTLEY,0,10,10,0,0,0,0,10,10
BMW,0,"12,728","12,728",0,0,0,0,"12,728","12,728"
CITROEN,0,"7,669","7,669",0,"4,633","4,633",0,"12,302","12,302"
DACIA,0,"26,193","26,193",0,"3,725","3,725",0,"29,918","29,918"
DS,0,236,236,0,0,0,0,236,236
FERRARI,0,18,18,0,0,0,0,18,18
FIAT,"40,404","1,264","41,668","25,371","3,019","28,390","65,775","4,283","70,058"
FORD,"3,051","20,697","23,748","38,897","2,783","41,680","41,948","23,480","65,428"
HONDA,"23,799","4,862","28,661",0,0,0,"23,799","4,862","28,661"
HYUNDAI,"12,896","19,113","32,009",0,"1,493","1,493","12,896","20,606","33,502"
INFINITI,0,18,18,0,0,0,0,18,18
ISUZU,0,0,0,"1,660",578,"2,238","1,660",578,"2,238"
IVECO,0,0,0,0,"1,598","1,598",0,"1,598","1,598"
JAGUAR,0,220,220,0,0,0,0,220,220
JEEP,0,"2,430","2,430",0,0,0,0,"2,430","2,430"
KARSAN,0,0,0,960,0,960,960,0,960
KIA,0,"7,694","7,694",0,"1,947","1,947",0,"9,641","9,641"
LAMBORGHINI,0,3,3,0,0,0,0,3,3
LAND ROVER,0,"1,248","1,248",0,0,0,0,"1,248","1,248"
LEXUS,0,56,56,0,0,0,0,56,56
MASERATI,0,55,55,0,0,0,0,55,55
MAZDA,0,"1,005","1,005",0,0,0,0,"1,005","1,005"
MERCEDES-BENZ,0,"14,445","14,445",0,"7,993","7,993",0,"22,438","22,438"
MINI,0,"1,373","1,373",0,0,0,0,"1,373","1,373"
MITSUBISHI,0,514,514,200,"3,445","3,645",200,"3,959","4,159"
NISSAN,0,"24,605","24,605",0,"1,741","1,741",0,"26,346","26,346"
OPEL,0,"20,960","20,960",0,0,0,0,"20,960","20,960"
PEUGEOT,0,"24,905","24,905",0,"5,247","5,247",0,"30,152","30,152"
PORSCHE,0,565,565,0,0,0,0,565,565
RENAULT,"55,841","21,090","76,931",0,"8,908","8,908","55,841","29,998","85,839"
SEAT,0,"10,383","10,383",0,0,0,0,"10,383","10,383"
SKODA,0,"21,340","21,340",0,0,0,0,"21,340","21,340"
SMART,0,35,35,0,0,0,0,35,35
SSANGYONG,0,222,222,0,174,174,0,396,396
SUBARU,0,"1,471","1,471",0,0,0,0,"1,471","1,471"
SUZUKI,0,"2,878","2,878",0,0,0,0,"2,878","2,878"
TOYOTA,"27,414","3,405","30,819",0,"3,159","3,159","27,414","6,564","33,978"
VOLKSWAGEN,0,"49,749","49,749",0,"17,085","17,085",0,"66,834","66,834"
VOLVO,0,"5,943","5,943",0,0,0,0,"5,943","5,943"
