ALFA ROMEO,,38,38,,,0,0,38,38
ASTON MARTIN,,1,1,,,0,0,1,1
AUDI,,"2,992","2,992",,,0,0,"2,992","2,992"
BENTLEY,,,0,,,0,0,0,0
BMW,,"1,694","1,694",,,0,0,"1,694","1,694"
CHERY,,0,0,,,0,0,0,0
CITROEN,,"2,275","2,275",241,"1,010","1,251",241,"3,285","3,526"
DACIA,,"6,324","6,324",,873,873,0,"7,197","7,197"
DS,,99,99,,,0,0,99,99
FERRARI,,2,2,,,0,0,2,2
FIAT,"7,522",422,"7,944","7,680","1,074","8,754","15,202","1,496","16,698"
FORD,"1,938","3,263","5,201","9,894",685,"10,579","11,832","3,948","15,780"
GEELY,,,0,,,0,0,0,0
HONDA,"3,150","1,242","4,392",,,0,"3,150","1,242","4,392"
HYUNDAI,"3,197","3,566","6,763",,397,397,"3,197","3,963","7,160"
INFINITI,,27,27,,,0,0,27,27
ISUZU,,,0,151,534,685,151,534,685
IVECO,,,0,,349,349,0,349,349
JAGUAR,,50,50,,,0,0,50,50
JEEP,,262,262,,,0,0,262,262
KARSAN,,,0,205,,205,205,0,205
KIA,,"1,650","1,650",,340,340,0,"1,990","1,990"
LAMBORGHINI,,,0,,,0,0,0,0
LANCIA,,,0,,,0,0,0,0
LAND ROVER,,171,171,,,0,0,171,171
LEXUS,,2,2,,,0,0,2,2
MASERATI,,13,13,,,0,0,13,13
MAZDA,,193,193,,,0,0,193,193
MERCEDES-BENZ,,"3,122","3,122",,"1,104","1,104",0,"4,226","4,226"
MINI,,178,178,,,0,0,178,178
MITSUBISHI,,56,56,39,486,525,39,542,581
NISSAN,,"5,287","5,287",,394,394,0,"5,681","5,681"
OPEL,,"8,707","8,707",,,0,0,"8,707","8,707"
OTOKAR,,,0,,,0,0,0,0
PEUGEOT,,"3,861","3,861",41,"1,284","1,325",41,"5,145","5,186"
PORSCHE,,103,103,,,0,0,103,103
PROTON,,0,0,,0,0,0,0,0
RENAULT,"11,492","6,998","18,490",,"2,588","2,588","11,492","9,586","21,078"
SEAT,,"1,608","1,608",,,0,0,"1,608","1,608"
SKODA,,"3,509","3,509",,,0,0,"3,509","3,509"
SMART,,55,55,,,0,0,55,55
SSANGYONG,,37,37,,8,8,0,45,45
SUBARU,,220,220,,,0,0,220,220
SUZUKI,,536,536,,,0,0,536,536
TATA,,,0,,,0,0,0,0
TOYOTA,"5,680","1,175","6,855",,948,948,"5,680","2,123","7,803"
VOLKSWAGEN,,"14,539","14,539",,"3,543","3,543",0,"18,082","18,082"
VOLVO,,788,788,,,0,0,788,788
