ALFA ROMEO,0,320,320,0,0,0,0,320,320
ASTON MARTIN,0,25,25,0,0,0,0,25,25
AUDI,0,"21,585","21,585",0,0,0,0,"21,585","21,585"
BENTLEY,0,16,16,0,0,0,0,16,16
BMW,0,"19,564","19,564",0,0,0,0,"19,564","19,564"
CHERY,0,0,0,0,0,0,0,0,0
CITROEN,0,"14,709","14,709",25,"8,023","8,048",25,"22,732","22,757"
DACIA,0,"41,914","41,914",0,"6,456","6,456",0,"48,370","48,370"
DS,0,119,119,0,0,0,0,119,119
FERRARI,0,16,16,0,0,0,0,16,16
FIAT,"59,207","2,157","61,364","52,103","6,582","58,685","111,310","8,739","120,049"
FORD,"6,179","33,671","39,850","67,026","4,188","71,214","73,205","37,859","111,064"
GEELY,0,0,0,0,0,0,0,0,0
HONDA,"19,171","7,250","26,421",0,0,0,"19,171","7,250","26,421"
HYUNDAI,"22,440","26,841","49,281",0,"2,984","2,984","22,440","29,825","52,265"
INFINITI,0,122,122,0,0,0,0,122,122
ISUZU,0,0,0,"2,376",302,"2,678","2,376",302,"2,678"
IVECO,0,0,0,0,"2,566","2,566",0,"2,566","2,566"
JAGUAR,0,339,339,0,0,0,0,339,339
JEEP,0,"2,357","2,357",0,0,0,0,"2,357","2,357"
KARSAN,0,0,0,"1,573",0,"1,573","1,573",0,"1,573"
KIA,0,"10,937","10,937",0,"3,591","3,591",0,"14,528","14,528"
LAMBORGHINI,0,7,7,0,0,0,0,7,7
LAND ROVER,0,"1,879","1,879",0,0,0,0,"1,879","1,879"
LEXUS,0,101,101,0,0,0,0,101,101
MASERATI,0,76,76,0,0,0,0,76,76
MAZDA,0,"1,412","1,412",0,0,0,0,"1,412","1,412"
MERCEDES-BENZ,0,"25,588","25,588",0,"9,043","9,043",0,"34,631","34,631"
MINI,0,"1,480","1,480",0,0,0,0,"1,480","1,480"
MITSUBISHI,0,354,354,369,"3,527","3,896",369,"3,881","4,250"
NISSAN,0,"32,043","32,043",0,"2,779","2,779",0,"34,822","34,822"
OPEL,0,"44,707","44,707",0,0,0,0,"44,707","44,707"
OTOKAR,0,0,0,0,0,0,0,0,0
PEUGEOT,0,"29,981","29,981",43,"10,458","10,501",43,"40,439","40,482"
PORSCHE,0,670,670,0,0,0,0,670,670
RENAULT,"76,433","37,021","113,454",0,"16,822","16,822","76,433","53,843","130,276"
SEAT,0,"16,064","16,064",0,0,0,0,"16,064","16,064"
SKODA,0,"24,679","24,679",0,0,0,0,"24,679","24,679"
SMART,0,105,105,0,0,0,0,105,105
SSANGYONG,0,362,362,0,255,255,0,617,617
SUBARU,0,"1,726","1,726",0,0,0,0,"1,726","1,726"
SUZUKI,0,"4,316","4,316",0,0,0,0,"4,316","4,316"
TOYOTA,"33,361","7,297","40,658",0,"4,551","4,551","33,361","11,848","45,209"
VOLKSWAGEN,0,"89,688","89,688",0,"27,793","27,793",0,"117,481","117,481"
VOLVO,0,"4,470","4,470",0,0,0,0,"4,470","4,470"
